artist,instrument,birthdate,deathdate,alive,bday_dt,dday_dt,age_yrs,cause_of_death
Phil Bates,Upright bass,1931,NaN,TRUE,1/1/1931,,89,NaN
Carles Benavent,Electric bass,3/1/1954,NaN,TRUE,3/1/1954,,66,NaN
Joe Benjamin,Upright bass,1919,1974,FALSE,1/1/1919,1/1/1974,55,NaN
Max Bennett,Electric bass,5/24/1928,9/14/2018,FALSE,5/24/1928,9/14/2018,90,NaN
Frode Berg,Upright bass,10/24/1971,NaN,TRUE,10/24/1971,,48,NaN
Chuck Berghofer,Upright bass,6/14/1937,NaN,TRUE,6/14/1937,,83,NaN
Dan Berglund,Upright bass,5/5/1963,NaN,TRUE,5/5/1963,,57,NaN
Jeff Berlin,Electric bass,1/17/1953,NaN,TRUE,1/17/1953,,67,NaN
Artie Bernstein,Upright bass,2/4/1909,1/4/1964,FALSE,2/4/1909,1/4/1964,54,NaN
Keter Betts,Upright bass,7/22/1928,8/6/2005,FALSE,7/22/1928,8/6/2005,77,Heart Attack
Carlos Bica,Upright bass,1958,NaN,TRUE,1/1/1958,,62,NaN
Charlie Biddle,Upright bass,7/28/1926,2/5/2003,FALSE,7/28/1926,2/5/2003,76,NaN
Alex Blake,Upright bass,12/21/1951,NaN,TRUE,12/21/1951,,68,NaN
Jimmy Blanton,Upright bass,10/5/1918,1942,FALSE,10/5/1918,1/1/1942,23,Tuberculosis
Svein Olav Blindheim,Upright bass,7/25/1954,NaN,TRUE,7/25/1954,,66,NaN
Jesper Bodilsen,Upright bass,1/5/1970,NaN,TRUE,1/5/1970,,50,NaN
Richard Bona,Electric bass,10/28/1967,NaN,TRUE,10/28/1967,,52,NaN
Jimmy Bond,Upright bass,1/27/1933,4/26/2012,FALSE,1/27/1933,4/26/2012,79,Heart Disease
Walter Booker,Upright bass,12/17/1933,11/24/2006,FALSE,12/17/1933,11/24/2006,72,NaN
"Arthur ""Juinie"" Booth",Upright bass,1948,NaN,TRUE,1/1/1948,,72,NaN
Nelson Boyd,Upright bass,1928,1985,FALSE,1/1/1928,1/1/1985,57,NaN
Ronnie Boykins,Upright bass,12/17/1935,4/20/1980,FALSE,12/17/1935,4/20/1980,44,NaN
Wellman Braud,Upright bass,1891-01-25,10/29/1966,FALSE,1891-01-25,10/29/1966,75,NaN
Ellen Brekken,Upright bass,6/20/1985,NaN,TRUE,6/20/1985,,35,NaN
Brian Bromberg,Upright bass,12/5/1960,NaN,TRUE,12/5/1960,,59,NaN
Harvey Brooks,Electric bass,7/4/1944,NaN,TRUE,7/4/1944,,76,NaN
Cameron Brown,Upright bass,12/21/1945,NaN,TRUE,12/21/1945,,74,NaN
Paul H. Brown,Upright bass,1934,2016,FALSE,1/1/1934,1/1/2016,82,NaN
Ray Brown,Upright bass,10/13/1926,7/2/2002,FALSE,10/13/1926,7/2/2002,75,NaN
Steve Brown,Upright bass,1890-01-13,9/15/1965,FALSE,1890-01-13,9/15/1965,75,NaN
Bunny Brunel,Electric bass,3/2/1950,NaN,TRUE,3/2/1950,,70,NaN
Monty Budwig,Upright bass,12/26/1926,3/9/1992,FALSE,12/26/1926,3/9/1992,65,Cancer (Liver)
Tony Bunn,Upright bass,11/18/1957,NaN,TRUE,11/18/1957,,62,NaN
Oteil Burbridge,Electric bass,1964,NaN,TRUE,1/1/1964,,56,NaN
Dwayne Burno,Upright bass,6/10/1970,12/28/2013,FALSE,6/10/1970,12/28/2013,43,Kidney Disease
Lennie Bush,Upright bass,6/6/1927,6/15/2004,FALSE,6/6/1927,6/15/2004,77,NaN
Eddie Calhoun,Upright bass,1921,1993,FALSE,1/1/1921,1/1/1993,72,NaN
Red Callender,Upright bass,3/6/1916,3/8/1992,FALSE,3/6/1916,3/8/1992,76,Cancer (Thyroid)
James Cammack,Upright bass,4/15/1956,NaN,TRUE,4/15/1956,,64,NaN
Alain Caron,Electric bass,5/5/1955,NaN,TRUE,5/5/1955,,65,NaN
Dave Carpenter,Electric bass,1959,2008,FALSE,1/1/1959,1/1/2008,49,Heart Attack
Ron Carter,Upright bass,5/4/1937,NaN,TRUE,5/4/1937,,83,NaN
Edo Castro,Upright bass,1957,NaN,TRUE,1/1/1957,,63,NaN
Malcolm Cecil,Upright bass,1937,NaN,TRUE,1/1/1937,,83,NaN
Clive Chaman,Electric bass,9/5/1949,NaN,TRUE,9/5/1949,,71,NaN
Paul Chambers,Upright bass,4/22/1935,1/4/1969,FALSE,4/22/1935,1/4/1969,33,Tuberculosis
Stanley Clarke,Upright bass,6/30/1951,NaN,TRUE,6/30/1951,,69,NaN
John Clayton,Upright bass,8/20/1952,NaN,TRUE,8/20/1952,,68,NaN
Jeff Clyne,Upright bass,1937,2009,FALSE,1/1/1937,1/1/2009,72,Heart Attack
Avishai Cohen,Upright bass,4/20/1970,NaN,TRUE,4/20/1970,,50,NaN
Greg Cohen,Electric bass,7/13/1953,NaN,TRUE,7/13/1953,,67,NaN
Ira Coleman,Upright bass,1956,NaN,TRUE,1/1/1956,,64,NaN
Scott Colley,Upright bass,11/24/1963,NaN,TRUE,11/24/1963,,56,NaN
Graham Collier,Upright bass,2/21/1937,9/9/2011,FALSE,2/21/1937,9/9/2011,74,Heart Failure
Joe Comfort,Upright bass,1917,1988,FALSE,1/1/1917,1/1/1988,70,NaN
Todd Coolman,Upright bass,1954,NaN,TRUE,1/1/1954,,66,NaN
Curtis Counce,Upright bass,1/23/1926,7/31/1963,FALSE,1/23/1926,7/31/1963,37,Heart Attack
Anthony Cox,Upright bass,1954,NaN,TRUE,1/1/1954,,66,NaN
Bob Cranshaw,Upright bass,12/3/1932,11/2/2016,FALSE,12/3/1932,11/2/2016,83,Cancer
Gary Crosby,Upright bass,1/26/1955,NaN,TRUE,1/26/1955,,65,NaN
Israel Crosby,Upright bass,1919,1962,FALSE,1/1/1919,1/1/1962,43,Heart Attack
Bill Crow,Upright bass,12/27/1927,NaN,TRUE,12/27/1927,,92,NaN
Lars Danielsson,Upright bass,9/5/1958,NaN,TRUE,9/5/1958,,62,NaN
Palle Danielsson,Upright bass,10/15/1946,NaN,TRUE,10/15/1946,,73,NaN
Alec Dankworth,Upright bass,5/14/1960,NaN,TRUE,5/14/1960,,60,NaN
Art Davis,Upright bass,12/5/1934,7/29/2007,FALSE,12/5/1934,7/29/2007,72,Heart Attack
Kenny Davis,Upright bass,9/4/1961,NaN,TRUE,9/4/1961,,59,NaN
Richard Davis,Upright bass,4/15/1930,NaN,TRUE,4/15/1930,,90,NaN
Chuck Deardorf,Upright bass,1954,NaN,TRUE,1/1/1954,,66,NaN
Spanky DeBrest,Upright bass,1937,1973,FALSE,1/1/1937,1/1/1973,36,NaN
Santi Debriano,Upright bass,1955,NaN,TRUE,1/1/1955,,65,NaN
Riccardo Del Fra,Upright bass,1956,NaN,TRUE,1/1/1956,,64,NaN
Fredrik Luhr Dietrichson,Upright bass,2/5/1988,NaN,TRUE,2/5/1988,,32,NaN
Brandi Disterheft,Upright bass,1980,NaN,TRUE,1/1/1980,,40,NaN
Dominique Di Piazza,Upright bass,1959,NaN,TRUE,1/1/1959,,61,NaN
Wayne Dockery,Upright bass,1941,2018,FALSE,1/1/1941,1/1/2018,77,NaN
Chuck Domanico,Upright bass,1/20/1944,10/17/2002,FALSE,1/20/1944,10/17/2002,58,Cancer (Lung)
Leon Lee Dorsey,Upright bass,1958,NaN,TRUE,1/1/1958,,62,NaN
Mark Dresser,Upright bass,9/26/1952,NaN,TRUE,9/26/1952,,68,NaN
Kermit Driscoll,Upright bass,1956,NaN,TRUE,1/1/1956,,64,NaN
Ray Drummond,Upright bass,1946,NaN,TRUE,1/1/1946,,74,NaN
Sébastien Dubé,Upright bass,9/3/1966,NaN,TRUE,9/3/1966,,54,NaN
Trevor Dunn,Electric bass,1/30/1968,NaN,TRUE,1/30/1968,,52,NaN
Dominic Duval,Upright bass,1944,2016,FALSE,1/1/1944,1/1/2016,72,NaN
George Duvivier,Upright bass,8/17/1920,7/11/1985,FALSE,8/17/1920,7/11/1985,64,Cancer
Mbizo Johnny Dyani,Upright bass,11/30/1945,10/24/1986,FALSE,11/30/1945,10/24/1986,40,NaN
Nathan East,Vocals,12/8/1955,NaN,TRUE,12/8/1955,,64,NaN
Kyle Eastwood,Upright bass,5/19/1968,NaN,TRUE,5/19/1968,,52,NaN
Jimmy Earl,Electric bass,1957,NaN,TRUE,1/1/1957,,63,NaN
Cleveland Eaton,Upright bass,8/31/1939,7/5/2020,FALSE,8/31/1939,7/5/2020,80,NaN
Kai Eckhardt,Electric bass,6/15/1961,NaN,TRUE,6/15/1961,,59,NaN
Mark Egan,Electric bass,1/14/1951,NaN,TRUE,1/14/1951,,69,NaN
Johannes Eick,Upright bass,4/22/1964,NaN,TRUE,4/22/1964,,56,NaN
Mats Eilertsen,Upright bass,3/4/1975,NaN,TRUE,3/4/1975,,45,NaN
Audun Ellingsen,Upright bass,1/4/1979,NaN,TRUE,1/4/1979,,41,NaN
Audun Erlien,Electric bass,2/22/1967,NaN,TRUE,2/22/1967,,53,NaN
Oytun Ersan,Electric bass,6/22/1978,NaN,TRUE,6/22/1978,,42,NaN
Julian Euell,Upright bass,1929,2019,FALSE,1/1/1929,1/1/2019,90,NaN
Charles Fambrough,Upright bass,1950,2011,FALSE,1/1/1950,1/1/2011,61,Kidney Failure
Addison Farmer,Upright bass,1928,1963,FALSE,1/1/1928,1/1/1963,35,SUDS
Malachi Favors,Upright bass,8/22/1927,1/30/2004,FALSE,8/22/1927,1/30/2004,76,NaN
Hadrien Feraud,Upright bass,8/16/1984,NaN,TRUE,8/16/1984,,36,NaN
Brent Fischer,Electric bass,7/13/1964,NaN,TRUE,7/13/1964,,56,NaN
Arnold Fishkind,Upright bass,7/20/1919,9/6/1999,FALSE,7/20/1919,9/6/1999,80,NaN
Trygve Waldemar Fiske,Upright bass,2/15/1987,NaN,TRUE,2/15/1987,,33,NaN
Ingebrigt Håker Flaten,Upright bass,9/23/1971,NaN,TRUE,9/23/1971,,49,NaN
Joe Fonda,Upright bass,1954,NaN,TRUE,1/1/1954,,66,NaN
Svein Folkvord,Electric bass,5/18/1967,NaN,TRUE,5/18/1967,,53,NaN
Signe Førre,Vocals,5/3/1994,NaN,TRUE,5/3/1994,,26,NaN
Mo Foster,Upright bass,1944,NaN,TRUE,1/1/1944,,76,NaN
Herbie Flowers,Electric bass,5/19/1938,NaN,TRUE,5/19/1938,,82,NaN
Pops Foster,String bass,1892-05-19,10/29/1969,FALSE,1892-05-19,10/29/1969,77,NaN
Henry Franklin,Upright bass,10/1/1940,NaN,TRUE,10/1/1940,,79,NaN
David Friesen,Upright bass,5/6/1942,NaN,TRUE,5/6/1942,,78,NaN
Larry Gales,Upright bass,1936,1995,FALSE,1/1/1936,1/1/1995,59,Leukemia
Eddie Gómez,Upright bass,10/4/1944,NaN,TRUE,10/4/1944,,75,NaN
Renaud Garcia-Fons,Upright bass,12/24/1962,NaN,TRUE,12/24/1962,,57,NaN
Juan Garcia-Herreros,Electric bass,7/1/1977,NaN,TRUE,7/1/1977,,43,NaN
Ed Garland,Upright bass,1895-01-09,1/22/1980,FALSE,1895-01-09,1/22/1980,85,NaN
Kåre Garnes,Upright bass,11/8/1954,NaN,TRUE,11/8/1954,,65,NaN
Jimmy Garrison,Upright bass,3/3/1934,4/7/1976,FALSE,3/3/1934,4/7/1976,42,Cancer (Lung)
Matthew Garrison,Electric bass,6/2/1970,NaN,TRUE,6/2/1970,,50,NaN
Vivien Garry,Upright bass,2008,NaN,TRUE,1/1/2008,,12,NaN
Leonard Gaskin,Upright bass,8/25/1920,1/24/2009,FALSE,8/25/1920,1/24/2009,88,NaN
Victor Gaskin,Upright bass,1934,2012,FALSE,1/1/1934,1/1/2012,78,NaN
Terje Gewelt,Upright bass,6/8/1960,NaN,TRUE,6/8/1960,,60,NaN
Eddie Gibbs,Upright bass,1908,1994,FALSE,1/1/1908,1/1/1994,86,NaN
John Giblin,Upright bass,1952,NaN,TRUE,1/1/1952,,68,NaN
Steve Gilmore,Upright bass,1961,NaN,TRUE,1/1/1961,,59,NaN
Ole Amund Gjersvik,Upright bass,12/10/1963,NaN,TRUE,12/10/1963,,56,NaN
Lincoln Goines,Upright bass,1953,NaN,TRUE,1/1/1953,,67,NaN
Coleridge Goode,Upright bass,11/29/1914,10/2/2015,FALSE,11/29/1914,10/2/2015,100,NaN
Calum Gourlay,Upright bass,1986,NaN,TRUE,1/1/1986,,34,NaN
Sebastian Gramss,Upright bass,7/13/1966,NaN,TRUE,7/13/1966,,54,NaN
Dave Green,Upright bass,3/5/1942,NaN,TRUE,3/5/1942,,78,NaN
Larry Grenadier,Upright bass,2/6/1966,NaN,TRUE,2/6/1966,,54,NaN
Tony Grey,Electric bass,3/25/1975,NaN,TRUE,3/25/1975,,45,NaN
Henry Grimes,Upright bass,11/3/1935,4/15/2020,FALSE,11/3/1935,4/15/2020,84,COVID-19
Duke Groner,Upright bass,1908,1992,FALSE,1/1/1908,1/1/1992,84,NaN
Finn Guttormsen,Electric bass,7/16/1968,NaN,TRUE,7/16/1968,,52,NaN
Ketil Gutvik,Guitar,7/4/1972,NaN,TRUE,7/4/1972,,48,NaN
Barry Guy,Upright bass,4/22/1947,NaN,TRUE,4/22/1947,,73,NaN
Janek Gwizdala,Electric bass,11/19/1978,NaN,TRUE,11/19/1978,,41,NaN
Charlie Haden,Upright bass,8/6/1937,7/11/2014,FALSE,8/6/1937,7/11/2014,76,Liver Disease
Bob Haggart,Upright bass,3/13/1914,12/2/1998,FALSE,3/13/1914,12/2/1998,84,NaN
Al Hall,Upright bass,3/18/1915,1/18/1988,FALSE,3/18/1915,1/18/1988,72,NaN
Stuart Hamm,Electric bass,2/8/1960,NaN,TRUE,2/8/1960,,60,NaN
Aslak Hartberg,Upright bass,5/1/1975,NaN,TRUE,5/1/1975,,45,NaN
Jimmy Haslip,Electric bass,12/31/1951,NaN,TRUE,12/31/1951,,68,NaN
Michel Hatzigeorgiou,Upright bass,1961,NaN,TRUE,1/1/1961,,59,NaN
Tim Hauff,Upright bass,1952,NaN,TRUE,1/1/1952,,68,NaN
Percy Heath,Upright bass,4/30/1923,4/28/2005,FALSE,4/30/1923,4/28/2005,81,Cancer (Bone)
Spike Heatley,Upright bass,2/17/1933,NaN,TRUE,2/17/1933,,87,NaN
Mark Helias,Upright bass,10/1/1950,NaN,TRUE,10/1/1950,,69,NaN
Jonas Hellborg,Upright bass,6/7/1958,NaN,TRUE,6/7/1958,,62,NaN
Michael Henderson,Vocals,7/7/1951,NaN,TRUE,7/7/1951,,69,NaN
Shifty Henry,Upright bass,1921,1958,FALSE,1/1/1921,1/1/1958,37,NaN
Svante Henryson,Cello,10/22/1963,NaN,TRUE,10/22/1963,,56,NaN
Milt Hinton,Upright bass,6/23/1910,12/19/2000,FALSE,6/23/1910,12/19/2000,90,NaN
Derrick Hodge,Electric bass,7/5/1979,NaN,TRUE,7/5/1979,,41,NaN
Colin Hodgkinson,Electric bass,10/14/1945,NaN,TRUE,10/14/1945,,74,NaN
Sigurd Hole,Upright bass,7/13/1981,NaN,TRUE,7/13/1981,,39,NaN
Dave Holland,Upright bass,10/1/1946,NaN,TRUE,10/1/1946,,73,NaN
Major Holley,Upright bass,1924,1990,FALSE,1/1/1924,1/1/1990,66,Heart Attack
Fred Hopkins,Upright bass,1947,1999,FALSE,1/1/1947,1/1/1999,52,Heart Disease
Jim Hughart,Upright bass,7/28/1936,NaN,TRUE,7/28/1936,,84,NaN
Spike Hughes,Upright bass,1908,1987,FALSE,1/1/1908,1/1/1987,79,NaN
Stig Hvalryg,Upright bass,7/15/1960,NaN,TRUE,7/15/1960,,60,NaN
Dieter Ilg,Upright bass,1961,NaN,TRUE,1/1/1961,,59,NaN
Peter Ind,Upright bass,7/20/1928,NaN,TRUE,7/20/1928,,92,NaN
Dennis Irwin,Upright bass,1951,2008,FALSE,1/1/1951,1/1/2008,57,Cancer (Liver)
Jeff Irwin,Piano,9/12/1977,NaN,TRUE,9/12/1977,,43,NaN
Chuck Israels,Upright bass,8/10/1936,NaN,TRUE,8/10/1936,,84,NaN
Carl Morten Iversen,Upright bass,5/1/1948,NaN,TRUE,5/1/1948,,72,NaN
David Izenzon,Upright bass,1932,10/8/1979,FALSE,1/1/1932,10/8/1979,47,Heart Attack
Ali Jackson,Upright bass,1987,NaN,TRUE,1/1/1987,,33,NaN
Anthony Jackson,Electric bass,6/23/1952,NaN,TRUE,6/23/1952,,68,NaN
Chubby Jackson,Upright bass,1918,2003,FALSE,1/1/1918,1/1/2003,85,NaN
Paul Jackson,Electric bass,3/28/1947,NaN,TRUE,3/28/1947,,73,NaN
Kristian B. Jacobsen,Upright bass,1992,NaN,TRUE,1/1/1992,,28,NaN
Michael Janisch,Upright bass,2/2/1979,NaN,TRUE,2/2/1979,,41,NaN
Harald Johnsen,Upright bass,3/19/1970,7/24/2011,FALSE,3/19/1970,7/24/2011,41,NaN
Alphonso Johnson,Electric bass,2/2/1951,NaN,TRUE,2/2/1951,,69,NaN
Bill Johnson,Upright bass,1872,1972,FALSE,1872-01-01,1/1/1972,99,NaN
Gordon Johnson,Upright bass,1952,NaN,TRUE,1/1/1952,,68,NaN
Louis Johnson,Vocals,4/13/1955,5/21/2015,FALSE,4/13/1955,5/21/2015,60,Internal Bleeding
Marc Johnson,Upright bass,10/21/1953,NaN,TRUE,10/21/1953,,66,NaN
Darryl Jones,Electric bass,12/11/1961,NaN,TRUE,12/11/1961,,58,NaN
Isham Jones,Piano,1894-01-31,10/19/1956,FALSE,1894-01-31,10/19/1956,62,Cancer
Percy Jones,Electric bass,12/3/1947,NaN,TRUE,12/3/1947,,72,NaN
Sam Jones,Upright bass,11/12/1924,12/15/1981,FALSE,11/12/1924,12/15/1981,57,Cancer (Lung)
Anders Jormin,Upright bass,9/7/1957,NaN,TRUE,9/7/1957,,63,NaN
Hans Otto Jung,Upright bass,1920,2009,FALSE,1/1/1920,1/1/2009,89,NaN
Olaf Kamfjord,Upright bass,12/8/1962,NaN,TRUE,12/8/1962,,57,NaN
Konrad Kaspersen,Upright bass,3/1/1948,NaN,TRUE,3/1/1948,,72,NaN
Red Kelly,Upright bass,1927,2004,FALSE,1/1/1927,1/1/2004,77,NaN
Tom Kennedy,Upright bass,8/21/1960,NaN,TRUE,8/21/1960,,60,NaN
James King,Upright bass,1942,2012,FALSE,1/1/1942,1/1/2012,70,NaN
Gary King,Upright bass,9/4/1947,7/22/2003,FALSE,9/4/1947,7/22/2003,55,NaN
Mark King,Vocals,10/20/1958,NaN,TRUE,10/20/1958,,61,NaN
John Kirby,Upright bass,12/31/1908,6/14/1952,FALSE,12/31/1908,6/14/1952,43,NaN
Andy Kirk,Saxophone,1898-05-28,12/11/1992,FALSE,1898-05-28,12/11/1992,94,Alzheimer's
Bjørn Kjellemyr,Upright bass,12/4/1950,NaN,TRUE,12/4/1950,,69,NaN
Larry Klein,Upright bass,1956,NaN,TRUE,1/1/1956,,64,NaN
Rob Kohler,Upright bass,1963,NaN,TRUE,1/1/1963,,57,NaN
Teddy Kotick,Upright bass,1928,1986,FALSE,1/1/1928,1/1/1986,58,Cancer (Brain)
Peter Kowald,Upright bass,4/21/1944,9/21/2002,FALSE,4/21/1944,9/21/2002,58,Heart Attack
Abraham Laboriel,Electric bass,7/17/1947,NaN,TRUE,7/17/1947,,73,NaN
Scott LaFaro,Upright bass,4/3/1936,7/6/1961,FALSE,4/3/1936,7/6/1961,25,Car Accident
Tim Landers,Electric bass,11/1/1956,NaN,TRUE,11/1/1956,,63,NaN
Rick Laird,Upright bass,1941,NaN,TRUE,1/1/1941,,79,NaN
Jim Lanigan,Upright bass,1902,1983,FALSE,1/1/1902,1/1/1983,81,NaN
Dominic Lash,Upright bass,1980,NaN,TRUE,1/1/1980,,40,NaN
Chris Laurence,Upright bass,1/6/1949,NaN,TRUE,1/6/1949,,71,NaN
James Leary,Upright bass,1946,NaN,TRUE,1/1/1946,,74,NaN
Ray Leatherwood,Upright bass,1914,1996,FALSE,1/1/1914,1/1/1996,82,NaN
Jay Leonhart,Upright bass,12/6/1940,NaN,TRUE,12/6/1940,,79,NaN
Jennifer Jane Leitham,Upright bass,1953,NaN,TRUE,1/1/1953,,67,NaN
Jack Lesberg,Upright bass,2/14/1920,9/17/2005,FALSE,2/14/1920,9/17/2005,85,Alzheimer's
Herbie Lewis,Upright bass,1941,2007,FALSE,1/1/1941,1/1/2007,65,Cancer
Julius Lind,Upright bass,9/13/1977,NaN,TRUE,9/13/1977,,43,NaN
Wilbur Little,Upright bass,1928,1987,FALSE,1/1/1928,1/1/1987,59,NaN
Joe Long,Vocals,1941,NaN,TRUE,1/1/1941,,79,NaN
"Israel ""Cachao"" López",Upright bass,9/14/1918,3/22/2008,FALSE,9/14/1918,3/22/2008,89,Kidney Failure
"Orlando ""Cachaíto"" López",Upright bass,1933,2/9/2009,FALSE,1/1/1933,2/9/2009,76,Cancer (Pancreas)
Al Lucas,Upright bass,1912,1983,FALSE,1/1/1912,1/1/1983,71,NaN
Curtis Lundy,Upright bass,10/1/1955,NaN,TRUE,10/1/1955,,64,NaN
Brian Lawrence,Upright bass,1976,NaN,TRUE,1/1/1976,,44,NaN
Bob Magnusson,Upright bass,1947,NaN,TRUE,1/1/1947,,73,NaN
Michael Manring,Electric bass,6/27/1960,NaN,TRUE,6/27/1960,,60,NaN
Wendell Marshall,Upright bass,1920,2002,FALSE,1/1/1920,1/1/2002,82,Cancer (Colon)
Ron Mathewson,Upright bass,2/19/1944,NaN,TRUE,2/19/1944,,76,NaN
Per Mathisen,Upright bass,10/7/1969,NaN,TRUE,10/7/1969,,50,NaN
Cecil McBee,Upright bass,5/19/1935,NaN,TRUE,5/19/1935,,85,NaN
Christian McBride,Upright bass,5/31/1972,NaN,TRUE,5/31/1972,,48,NaN
Ron McClure,Upright bass,11/22/1941,NaN,TRUE,11/22/1941,,78,NaN
Andy McKee,Upright bass,1953,NaN,TRUE,1/1/1953,,67,NaN
Al McKibbon,Upright bass,1919,2005,FALSE,1/1/1919,1/1/2005,86,NaN
Sondre Meisfjord,Upright bass,3/18/1975,NaN,TRUE,3/18/1975,,45,NaN
Chucho Merchán,Upright bass,12/24/1952,NaN,TRUE,12/24/1952,,67,NaN
Jymie Merritt,Upright bass,5/3/1926,4/10/2020,FALSE,5/3/1926,4/10/2020,93,Cancer (Liver)
Björn Meyer,Electric bass,9/5/1965,NaN,TRUE,9/5/1965,,55,NaN
Pierre Michelot,Upright bass,3/3/1928,7/3/2005,FALSE,3/3/1928,7/3/2005,77,Alzheimer's
Big Miller,Trombone,12/18/1922,6/9/1992,FALSE,12/18/1922,6/9/1992,69,Heart Attack
Harry Miller,Upright bass,1941,1983,FALSE,1/1/1941,1/1/1983,41,Car Accident
Marcus Miller,Upright bass,6/14/1959,NaN,TRUE,6/14/1959,,61,NaN
Charles Mingus,Upright bass,4/22/1922,1/5/1979,FALSE,4/22/1922,1/5/1979,56,ALS
Red Mitchell,Upright bass,9/20/1927,11/8/1992,FALSE,9/20/1927,11/8/1992,65,Stroke
Whitey Mitchell,Upright bass,2/22/1932,1/16/2009,FALSE,2/22/1932,1/16/2009,76,NaN
Guro Skumsnes Moe,Upright bass,1983,NaN,TRUE,1/1/1983,,37,NaN
Charnett Moffett,Upright bass,6/10/1967,NaN,TRUE,6/10/1967,,53,NaN
Joe Mondragon,Upright bass,1920,1987,FALSE,1/1/1920,1/1/1987,67,NaN
Monk Montgomery,Electric bass,10/10/1921,5/20/1982,FALSE,10/10/1921,5/20/1982,60,Cancer
Glen Moore,Upright bass,1941,NaN,TRUE,1/1/1941,,79,NaN
Michael Moore,Upright bass,1945,NaN,TRUE,1/1/1945,,75,NaN
Al Morgan,Upright bass,1920,2011,FALSE,1/1/1920,1/1/2011,91,NaN
Thomas Morgan,Upright bass,8/14/1981,NaN,TRUE,8/14/1981,,39,NaN
Peck Morrison,Upright bass,1919,1988,FALSE,1/1/1919,1/1/1988,69,NaN
George Morrow,Upright bass,1925,1992,FALSE,1/1/1925,1/1/1992,66,NaN
John Mosher,Upright bass,1928,1998,FALSE,1/1/1928,1/1/1998,70,Cancer
Miles Mosley,Vocals,10/19/1980,NaN,TRUE,10/19/1980,,39,NaN
George Mraz,Upright bass,1944,NaN,TRUE,1/1/1944,,76,NaN
Jo Berger Myhre,Upright bass,5/29/1984,NaN,TRUE,5/29/1984,,36,NaN
Buell Neidlinger,Upright bass,1936,2018,FALSE,1/1/1936,1/1/2018,82,NaN
Magnus Skavhaug Nergaard,Upright bass,11/20/1989,NaN,TRUE,11/20/1989,,30,NaN
Rune Nergaard,Upright bass,5/26/1983,NaN,TRUE,5/26/1983,,37,NaN
Steve Novosel,Upright bass,1940,NaN,TRUE,1/1/1940,,80,NaN
Jordan O'Connor,Upright bass,1972,NaN,TRUE,1/1/1972,,48,NaN
Patrick O'Hearn,Upright bass,9/6/1954,NaN,TRUE,9/6/1954,,66,NaN
Linda Oh,Upright bass,8/25/1984,NaN,TRUE,8/25/1984,,36,NaN
Ugonna Okegwo,Upright bass,3/15/1962,NaN,TRUE,3/15/1962,,58,NaN
Darek Oleszkiewicz,Upright bass,2/20/1963,NaN,TRUE,2/20/1963,,57,NaN
Eivind Opsvik,Upright bass,1973,NaN,TRUE,1/1/1973,,47,NaN
John Ore,Upright bass,1933,2014,FALSE,1/1/1933,1/1/2014,81,NaN
