artist,instrument,birthdate,deathdate,alive,bday_dt,dday_dt,age_yrs,cause_of_death
Joe Muranyi,Clarinet,1928-01-14,2012-04-20,FALSE,1928-01-14,2012-04-20,84,NaN
Jimmie Noone,Clarinet,1895-04-23,1944-04-19,FALSE,1895-04-23,1944-04-19,48,Heart Attack
Ken Peplowski,Clarinet,1959-05-23,NaN,TRUE,1959-05-23,NaN,61,NaN
Sid Phillips,Clarinet,1907-06-14,1973-05-23,FALSE,1907-06-14,1973-05-23,65,NaN
Russell Procope,Clarinet,1908-08-11,1981-01-21,FALSE,1908-08-11,1981-01-21,72,NaN
Pee Wee Russell,Clarinet,1906-03-27,1969-02-15,FALSE,1906-03-27,1969-02-15,62,NaN
Tony Scott,Clarinet,1921-06-21,2007-03-28,FALSE,1921-06-21,2007-03-28,85,Cancer (Prostate)
Artie Shaw,Clarinet,1910-05-23,2004-12-20,FALSE,1910-05-23,2004-12-20,94,Diabetes
Bill Smith,Clarinet,1926-09-22,2020-02-29,FALSE,1926-09-22,2020-02-29,93,Cancer (Prostate)
Putte Wickman,Clarinet,1924-09-10,2006-02-14,FALSE,1924-09-10,2006-02-14,81,NaN
Lester Young,Tenor saxophone,1909-08-27,1959-03-15,FALSE,1909-08-27,1959-03-15,49,Internal Bleeding
Jane Bunnett,Soprano saxophone,1956-10-22,NaN,TRUE,1956-10-22,NaN,63,NaN
Wayman Carver,Flute,1905-12-25,1967-05-06,FALSE,1905-12-25,1967-05-06,61,NaN
Buddy Collette,Flute,1921-08-06,2010-09-19,FALSE,1921-08-06,2010-09-19,89,Heart Failure
Eric Dolphy,Alto saxophone,1928-06-20,1964-06-29,FALSE,1928-06-20,1964-06-29,36,Diabetes
Paul Horn,Flute,1930-03-17,2014-06-29,FALSE,1930-03-17,2014-06-29,84,NaN
Bobby Jaspar,Flute,1926-02-20,1963-02-28,FALSE,1926-02-20,1963-02-28,37,Heart Attack
Rahsaan Roland Kirk,Tenor saxophone,1935-08-07,1977-12-05,FALSE,1935-08-07,1977-12-05,42,Stroke
Moe Koffman,Flute,1928-12-28,2001-03-28,FALSE,1928-12-28,2001-03-28,72,Cancer (Blood)
Byard Lancaster,Alto saxophone,1942-08-06,2012-08-23,FALSE,1942-08-06,2012-08-23,70,Cancer (Pancreas)
Yusuf Lateef,Tenor saxophone,1920-10-09,2013-12-23,FALSE,1920-10-09,2013-12-23,93,Cancer (Prostate)
Hubert Laws,Flute,1939-11-10,NaN,TRUE,1939-11-10,NaN,80,NaN
David Liebman,Tenor saxophone,1946-09-04,NaN,TRUE,1946-09-04,NaN,74,NaN
Charles Lloyd,Tenor saxophone,1938-03-15,NaN,TRUE,1938-03-15,NaN,82,NaN
Herbie Mann,Flute,1930-04-16,2003-07-01,FALSE,1930-04-16,2003-07-01,73,Cancer (Prostate)
James Moody,Flute,1925-03-26,2010-12-09,FALSE,1925-03-26,2010-12-09,85,Cancer (Pancreas)
Sam Most,Flute,1930-12-16,2013-06-13,FALSE,1930-12-16,2013-06-13,82,Cancer
Gerry Niewood,Flute,1943-04-06,2009-02-12,FALSE,1943-04-06,2009-02-12,65,Plane Accident
Jerome Richardson,Tenor saxophone,1920-12-25,2000-06-23,FALSE,1920-12-25,2000-06-23,79,Heart Failure
Sam Rivers,Tenor saxophone,1923-09-25,2011-12-26,FALSE,1923-09-25,2011-12-26,88,Pneumonia
Bruno Romani,Flute,1960-01-09,NaN,TRUE,1960-01-09,NaN,60,NaN
Bud Shank,Alto saxophone,1926-05-27,2009-04-02,FALSE,1926-05-27,2009-04-02,82,Pulmonary Embolism
Alberto Socarras,Flute,1908-09-19,1987-08-26,FALSE,1908-09-19,1987-08-26,78,NaN
Les Spann,Flute,1932-05-23,1989-01-24,FALSE,1932-05-23,1989-01-24,56,NaN
James Spaulding,Flute,1937-07-30,NaN,TRUE,1937-07-30,NaN,83,NaN
Jeremy Steig,Flute,1942-09-23,2016-04-13,FALSE,1942-09-23,2016-04-13,73,Cancer
Ira Sullivan,Trumpet,1931-05-01,2020-09-21,FALSE,1931-05-01,2020-09-21,89,Cancer (Pancreas)
Lew Tabackin,Tenor saxophone,1940-03-26,NaN,TRUE,1940-03-26,NaN,80,NaN
Henry Threadgill,Flute,1944-02-15,NaN,TRUE,1944-02-15,NaN,76,NaN
Dave Valentin,Flute,1952-04-29,2017-03-08,FALSE,1952-04-29,2017-03-08,64,Stroke
Frank Wess,Flute,1922-01-04,2013-10-30,FALSE,1922-01-04,2013-10-30,91,Kidney Failure
