artist,instrument,birthdate,deathdate,alive,bday_dt,dday_dt,age_yrs,cause_of_death
Jimmy Knepper,Trombone,1927-11-22,2003-06-14,False,1927-11-22,2003-06-14,75.0,Parkinson's
René Laanen,Trombone,1952,NaN,True,1952-01-01,,68.0,NaN
Frank Lacy,Trombone,1958-08-09,NaN,True,1958-08-09,,62.0,NaN
Nils Landgren,Trombone,1956-02-15,NaN,True,1956-02-15,,64.0,NaN
George Lewis,Trombone,1952-07-14,NaN,True,1952-07-14,,68.0,NaN
Melba Liston,Trombone,1926-01-13,1999-04-23,False,1926-01-13,1999-04-23,73.0,Stroke
Frederick Lonzo,Trombone,1950-08-26,NaN,True,1950-08-26,,70.0,NaN
Lucien Barbarin,Trombone,1956-07-17,2020-01-30,False,1956-07-17,2020-01-30,63.0,Cancer (Prostate)
"Tom ""Bones"" Malone",Trombone,1947-06-16,NaN,True,1947-06-16,,73.0,NaN
Albert Mangelsdorff,Trombone,1928-09-05,2005-07-25,False,1928-09-05,2005-07-25,76.0,NaN
Delfeayo Marsalis,Trombone,1965-07-28,NaN,True,1965-07-28,,55.0,NaN
Elliot Mason,Trombone,1977-01-13,NaN,True,1977-01-13,,43.0,NaN
Rob McConnell,Trombone,1935-02-14,2010-05-01,False,1935-02-14,2010-05-01,75.0,Cancer (Liver)
Glenn Miller,Trombone,1904,1944,False,1904-01-01,1944-01-01,40.0,Hypothermia
Grover Mitchell,Trombone,1930-03-17,2003-08-06,False,1930-03-17,2003-08-06,73.0,Cancer
Miff Mole,Trombone,1898-03-11,1961-04-29,False,1898-03-11,1961-04-29,63.0,NaN
Grachan Moncur III,Trombone,1937-06-03,NaN,True,1937-06-03,,83.0,NaN
James Morrison,Trumpet,1962-11-11,NaN,True,1962-11-11,,58.0,NaN
Benny Morton,Trombone,1907-01-31,1985-12-28,False,1907-01-31,1985-12-28,78.0,NaN
Christian Muthspiel,Trombone,1962-01-01,NaN,True,1962-01-01,,58.0,NaN
Tricky Sam Nanton,Trombone,1904-02-01,1946-07-20,False,1904-02-01,1946-07-20,42.0,Stroke
Dick Nash,Trombone,1928-01-26,NaN,True,1928-01-26,,92.0,NaN
Mark Nightingale,Trombone,1967-05-29,NaN,True,1967-05-29,,53.0,NaN
Louis Nelson,Trombone,1902-09-17,1990-04-05,False,1902-09-17,1990-04-05,87.0,Car Accident
Sammy Nestico,Trombone,1924-02-06,NaN,True,1924-02-06,,96.0,NaN
Ed Neumeister,Trombone,1952-09-01,NaN,True,1952-09-01,,68.0,NaN
Kid Ory,Trombone,1886-12-25,1973-01-23,False,1886-12-25,1973-01-23,86.0,Pneumonia
Roy Palmer,Trombone,1892-04-02,1963-12-22,False,1892-04-02,1963-12-22,71.0,NaN
James Pankow,Trombone,1947-08-20,NaN,True,1947-08-20,,73.0,NaN
Frank Parr,Trombone,1928-06-01,2012-05-08,False,1928-06-01,2012-05-08,84.0,NaN
Ake Persson,Trombone,1932-02-25,1975-02-05,False,1932-02-25,1975-02-05,43.0,NaN
Jim Pugh,Trombone,1950-11-12,NaN,True,1950-11-12,,70.0,NaN
Julian Priester,Trombone,1935-06-29,NaN,True,1935-06-29,,85.0,NaN
Douglas Purviance,Trombone,1952-07-18,NaN,True,1952-07-18,,68.0,NaN
Frank Rehak,Trombone,1926-07-06,1987-06-22,False,1926-07-06,1987-06-22,60.0,Cancer (Throat)
Bill Reichenbach,Trombone,1949-11-30,NaN,True,1949-11-30,,70.0,NaN
Ilja Reijngoud,Trombone,1972-07-05,NaN,True,1972-07-05,,48.0,NaN
Nelson Riddle,Trombone,1921-06-01,1985-10-06,False,1921-06-01,1985-10-06,64.0,Heart Failure
George Roberts,Trombone,1928-03-22,2014-09-28,False,1928-03-22,2014-09-28,86.0,Pneumonia
Jim Robinson,Trombone,1892-12-25,1976-05-04,False,1892-12-25,1976-05-04,83.0,Cancer
Rico Rodriguez,Trombone,1934-10-17,2015-09-04,False,1934-10-17,2015-09-04,80.0,NaN
Barry Rogers,Trombone,1935-05-22,1991-04-18,False,1935-05-22,1991-04-18,55.0,NaN
Dennis Rollins,Trombone,1964-01-01,NaN,True,1964-01-01,,56.0,NaN
Gabriel Rosati,Trombone,1966-08-04,NaN,True,1966-08-04,,54.0,NaN
Frank Rosolino,Trombone,1926-08-20,1978-11-26,False,1926-08-20,1978-11-26,52.0,Suicide
Gregory Charles Royal,Trombone,1961,NaN,True,1961-01-01,,59.0,NaN
Roswell Rudd,Trombone,1935-11-17,2017-12-21,False,1935-11-17,2017-12-21,82.0,Cancer (Prostate)
Sonny Russo,Trombone,1929-03-20,2013-02-23,False,1929-03-20,2013-02-23,83.0,NaN
Slide Hampton,Trombone,1932-04-21,NaN,True,1932-04-21,,88.0,NaN
Louis Satterfield,Trombone,1937-04-03,2004-09-27,False,1937-04-03,2004-09-27,67.0,NaN
Even Kruse Skatrud,Trombone,1977-08-18,NaN,True,1977-08-18,,43.0,NaN
Steve Swell,Trombone,1954-12-06,NaN,True,1954-12-06,,65.0,NaN
Jack Teagarden,Trombone,1905-08-20,1964-01-15,False,1905-08-20,1964-01-15,58.0,Pneumonia
Aage Teigen,Trombone,1944-07-17,2014-01-15,False,1944-07-17,2014-01-15,69.0,NaN
Eje Thelin,Trombone,1938,1990,False,1938-01-01,1990-01-01,52.0,NaN
Steve Turre,Trombone,1948-09-12,NaN,True,1948-09-12,,72.0,NaN
Gary Valente,Trombone,1953-06-26,NaN,True,1953-06-26,,67.0,NaN
Bill Watrous,Trombone,1939-06-08,2018-07-02,False,1939-06-08,2018-07-02,79.0,NaN
Dicky Wells,Trombone,1907-06-10,1985-11-12,False,1907-06-10,1985-11-12,78.0,Cancer
Fred Wesley,Trombone,1943-07-04,NaN,True,1943-07-04,,77.0,NaN
Ron Westray,Trombone,1970-06-13,NaN,True,1970-06-13,,50.0,NaN
Jiggs Whigham,Trombone,1943-08-20,NaN,True,1943-08-20,,77.0,NaN
Annie Whitehead,Trombone,1955-07-16,NaN,True,1955-07-16,,65.0,NaN
Spiegle Willcox,Trombone,1903-05-02,1999-08-25,False,1903-05-02,1999-08-25,96.0,NaN
Phil Wilson,Trombone,1937-01-19,NaN,True,1937-01-19,,83.0,NaN
Wolter Wierbos,Trombone,1957-09-01,NaN,True,1957-09-01,,63.0,NaN
Steve Wiest,Trombone,1957-01-01,NaN,True,1957-01-01,,63.0,NaN
Vaughn Wiester,Trombone,1945-07-11,NaN,True,1945-07-11,,75.0,NaN
Kai Winding,Trombone,1922-05-18,1983-05-06,False,1922-05-18,1983-05-06,60.0,Cancer (Brain)
Nils Wogram,Trombone,1972-11-07,NaN,True,1972-11-07,,48.0,NaN
Britt Woodman,Trombone,1920-06-04,2000-10-13,False,1920-06-04,2000-10-13,80.0,Respiratory Failure
Trummy Young,Trombone,1912-01-12,1984-09-10,False,1912-01-12,1984-09-10,72.0,Brain Hemorrhage
Jerry Zigmont,Trombone,1958-02-24,NaN,True,1958-02-24,,62.0,NaN
