artist,instrument,birthdate,deathdate,alive,bday_dt,dday_dt,age_yrs,cause_of_death
Georgie Auld,Tenor saxophone,5/19/1919,1/8/1990,FALSE,1919-05-19,1990-01-08,70,NaN
Albert Ayler,Tenor saxophone,7/13/1936,11/25/1970,FALSE,1936-07-13,1970-11-25,34,Suicide
Buster Bailey,Clarinet,7/19/1902,8/12/1967,FALSE,1902-07-19,1967-08-12,65,Heart Attack
Erik Balke,Alto saxophone,11/7/1953,NaN,TRUE,1953-11-07,,66,NaN
Iain Ballamy,Soprano saxophone,2/20/1964,NaN,TRUE,1964-02-20,,56,NaN
Pat LaBarbera,Tenor saxophone,4/7/1944,NaN,TRUE,1944-04-07,,76,NaN
Gato Barbieri,Tenor saxophone,11/28/1932,4/2/2016,FALSE,1932-11-28,2016-04-02,83,Pneumonia
Eddie Barefield,Saxophone,12/12/1909,1/4/1991,FALSE,1909-12-12,1991-01-04,81,Heart Attack
Gabe Baltazar,Alto saxophone,11/1/1929,NaN,TRUE,1929-11-01,,90,NaN
Dale Barlow,Tenor saxophone,1959,NaN,TRUE,1959-01-01,,61,NaN
Carolyn Breuer,Alto saxophone,7/4/1969,NaN,TRUE,1969-07-04,,51,NaN
Alan Barnes,Clarinet,7/23/1959,NaN,TRUE,1959-07-23,,61,NaN
Bootsie Barnes,Tenor saxophone,1937,NaN,TRUE,1937-01-01,,83,NaN
John Barnes,Tenor saxophone,5/15/1932,NaN,TRUE,1932-05-15,,88,NaN
Polo Barnes,Alto saxophone,1901,1981,FALSE,1901-01-01,1981-01-01,80,NaN
Charlie Barnet,Tenor saxophone,10/26/1913,9/4/1991,FALSE,1913-10-26,1991-09-04,77,Alzheimer's
Kjell Bartholdsen,Tenor saxophone,10/2/1938,11/6/2009,FALSE,1938-10-02,2009-11-06,71,NaN
Gary Bartz,Alto saxophone,9/26/1940,NaN,TRUE,1940-09-26,,80,NaN
Mario Bauzá,Clarinet,4/28/1911,7/11/1993,FALSE,1911-04-28,1993-07-11,82,NaN
Walter Beasley,Soprano saxophone,5/24/1961,NaN,TRUE,1961-05-24,,59,NaN
Sidney Bechet,Clarinet,1897-05-14,5/14/1959,FALSE,1897-05-14,1959-05-14,62,Cancer (Lung)
Jay Beckenstein,Soprano saxophone,5/14/1951,NaN,TRUE,1951-05-14,,69,NaN
Noah Becker,Alto saxophone,1970,NaN,TRUE,1970-01-01,,50,NaN
Bob Belden,Tenor saxophone,10/31/1956,5/20/2015,FALSE,1956-10-31,2015-05-20,58,Heart Attack
Tex Beneke,Tenor saxophone,2/12/1914,5/30/2000,FALSE,1914-02-12,2000-05-30,86,Respiratory Failure
Daniel Bennett,Alto saxophone,11/27/1979,NaN,TRUE,1979-11-27,,40,NaN
Eli Bennett,Tenor saxophone,3/9/1989,NaN,TRUE,1989-03-09,,31,NaN
Ivy Benson,Alto saxophone,11/11/1913,5/6/1993,FALSE,1913-11-11,1993-05-06,79,Heart Attack
Bob Berg,Tenor saxophone,4/7/1951,12/5/2002,FALSE,1951-04-07,2002-12-05,51,Car Accident
Totti Bergh,Tenor saxophone,12/5/1935,1/4/2012,FALSE,1935-12-05,2012-01-04,76,NaN
Kristian Bergheim,Tenor saxophone,6/6/1926,5/30/2010,FALSE,1926-06-06,2010-05-30,83,NaN
Jerry Bergonzi,Tenor saxophone,10/21/1947,NaN,TRUE,1947-10-21,,72,NaN
Tim Berne,Alto saxophone,10/16/1954,NaN,TRUE,1954-10-16,,65,NaN
Chu Berry,Tenor saxophone,9/13/1908,10/30/1941,FALSE,1908-09-13,1941-10-30,33,Car Accident
Barney Bigard,Tenor saxophone,3/3/1906,6/27/1980,FALSE,1906-03-03,1980-06-27,74,NaN
David Binney,Alto saxophone,8/2/1961,NaN,TRUE,1961-08-02,,59,NaN
Chris Biscoe,Alto saxophone,2/5/1947,NaN,TRUE,1947-02-05,,73,NaN
Alfonzo Blackwell,Alto saxophone,2/22/1971,NaN,TRUE,1971-02-22,,49,NaN
Ron Blake,Tenor saxophone,9/7/1965,NaN,TRUE,1965-09-07,,55,NaN
Seamus Blake,Tenor saxophone,12/8/1970,NaN,TRUE,1970-12-08,,49,NaN
Walter Blanding,Tenor saxophone,8/14/1971,NaN,TRUE,1971-08-14,,49,NaN
Jane Ira Bloom,Soprano saxophone,1/12/1955,NaN,TRUE,1955-01-12,,65,NaN
Hamiet Bluiett,Baritone saxophone,9/16/1940,10/4/2018,FALSE,1940-09-16,2018-10-04,78,NaN
Arthur Blythe,Alto saxophone,7/5/1940,3/27/2017,FALSE,1940-07-05,2017-03-27,76,Parkinson's
Céline Bonacina,Baritone saxophone,1975,NaN,TRUE,1975-01-01,,45,NaN
Graham Bond,Keyboards,10/28/1937,5/8/1974,FALSE,1937-10-28,1974-05-08,36,Suicide
Earl Bostic,Alto saxophone,4/25/1913,10/28/1965,FALSE,1913-04-25,1965-10-28,52,Heart Attack
Ralph Bowen,Tenor saxophone,12/24/1961,NaN,TRUE,1961-12-24,,58,NaN
Charles Brackeen,Tenor saxophone,3/13/1940,NaN,TRUE,1940-03-13,,80,NaN
Don Braden,Tenor saxophone,11/20/1963,NaN,TRUE,1963-11-20,,56,NaN
Anthony Braxton,Saxophone,6/4/1945,NaN,TRUE,1945-06-04,,75,NaN
Michael Brecker,Tenor saxophone,3/29/1949,1/13/2007,FALSE,1949-03-29,2007-01-13,57,Leukemia
Willem Breuker,Saxophone,11/4/1944,7/23/2010,FALSE,1944-11-04,2010-07-23,65,Cancer (Lung)
Nick Brignola,Baritone saxophone,7/17/1936,2/8/2002,FALSE,1936-07-17,2002-02-08,65,Cancer
Gordon Brisker,Tenor saxophone,11/6/1937,9/10/2004,FALSE,1937-11-06,2004-09-10,66,NaN
Tina Brooks,Tenor saxophone,6/7/1932,8/13/1974,FALSE,1932-06-07,1974-08-13,42,Liver Failure
Peter Brötzmann,Tenor saxophone,3/6/1941,NaN,TRUE,1941-03-06,,79,NaN
Ari Brown,Tenor saxophone,1944,NaN,TRUE,1944-01-01,,76,NaN
Boyce Brown,Alto saxophone,4/16/1910,1/30/1959,FALSE,1910-04-16,1959-01-30,48,NaN
Pete Brown,Alto saxophone,11/9/1906,9/20/1963,FALSE,1906-11-09,1963-09-20,56,NaN
Marion Brown,Alto saxophone,9/8/1931,10/18/2010,FALSE,1931-09-08,2010-10-18,79,NaN
YolanDa Brown,Tenor saxophone,1982,NaN,TRUE,1982-01-01,,38,NaN
Tore Brunborg,Tenor saxophone,5/20/1960,NaN,TRUE,1960-05-20,,60,NaN
Rusty Bryant,Alto saxophone,1929,1991,FALSE,1929-01-01,1991-01-01,61,NaN
Jane Bunnett,Soprano saxophone,10/22/1956,NaN,TRUE,1956-10-22,,63,NaN
Chris Burnett,Alto saxophone,11/2/1955,NaN,TRUE,1955-11-02,,64,NaN
John Butcher,Tenor saxophone,10/25/1954,NaN,TRUE,1954-10-25,,65,NaN
Sam Butera,Tenor saxophone,8/17/1927,6/3/2009,FALSE,1927-08-17,2009-06-03,81,Pneumonia
Igor Butman,Tenor saxophone,10/27/1961,NaN,TRUE,1961-10-27,,58,NaN
Don Byas,Tenor saxophone,10/21/1912,8/24/1972,FALSE,1912-10-21,1972-08-24,59,Cancer (Lung)
Ed Calle,Saxophone,1959,NaN,TRUE,1959-01-01,,61,NaN
Harry Carney,baritone saxophone,4/1/1910,10/8/1974,FALSE,1910-04-01,1974-10-08,64,NaN
Scoops Carry,Alto saxophone,1915,1970,FALSE,1915-01-01,1970-01-01,55,NaN
Benny Carter,Alto saxophone,8/8/1907,7/12/2003,FALSE,1907-08-08,2003-07-12,95,Bronchitis
James Carter,Bass clarinet,1/3/1969,NaN,TRUE,1969-01-03,,51,NaN
Luciano Caruso,Soprano saxophone,1944,NaN,TRUE,1944-01-01,,76,NaN
Fabrizio Cassol,Alto saxophone,6/8/1964,NaN,TRUE,1964-06-08,,56,NaN
Serge Chaloff,Baritone saxophone,11/24/1923,7/16/1957,FALSE,1923-11-24,1957-07-16,33,Cancer (Spine)
Chris Cheek,Tenor saxophone,9/16/1968,NaN,TRUE,1968-09-16,,52,NaN
Pete Christlieb,Tenor saxophone,2/16/1945,NaN,TRUE,1945-02-16,,75,NaN
Jeff Clayton,Alto saxophone,1954,NaN,TRUE,1954-01-01,,66,NaN
Arnett Cobb,Tenor saxophone,8/10/1918,3/24/1989,FALSE,1918-08-10,1989-03-24,70,NaN
Tony Coe,Clarinet,11/29/1934,NaN,TRUE,1934-11-29,,85,NaN
Jeff Coffin,Soprano saxophone,8/5/1965,NaN,TRUE,1965-08-05,,55,NaN
Anat Cohen,Clarinet,1975,NaN,TRUE,1975-01-01,,45,NaN
Al Cohn,Tenor saxophone,11/24/1925,2/15/1988,FALSE,1925-11-24,1988-02-15,62,Cancer (Liver)
Richie Cole,Alto saxophone,2/29/1948,5/2/2020,FALSE,1948-02-29,2020-05-02,72,Natural Causes
Steve Cole,Tenor saxophone,8/17/1970,NaN,TRUE,1970-08-17,,50,NaN
George Coleman,Tenor saxophone,3/8/1935,NaN,TRUE,1935-03-08,,85,NaN
Ornette Coleman,Alto saxophone,3/9/1930,6/11/2015,FALSE,1930-03-09,2015-06-11,85,Heart Attack
Steve Coleman,Alto saxophone,9/20/1956,NaN,TRUE,1956-09-20,,64,NaN
Buddy Collette,Flute,8/6/1921,9/19/2010,FALSE,1921-08-06,2010-09-19,89,Heart Failure
John Coltrane,Tenor saxophone,9/23/1926,7/17/1967,FALSE,1926-09-23,1967-07-17,40,Cancer (Liver)
Ravi Coltrane,Tenor saxophone,8/6/1965,NaN,TRUE,1965-08-06,,55,NaN
Randolph Colville,Saxophone,5/23/1942,2/15/2004,FALSE,1942-05-23,2004-02-15,61,NaN
Junior Cook,Tenor saxophone,7/22/1934,2/3/1992,FALSE,1934-07-22,1992-02-03,57,NaN
Bob Cooper,Tenor saxophone,12/6/1925,8/5/1993,FALSE,1925-12-06,1993-08-05,67,Heart Attack
Lindsay Cooper,Bassoon,3/3/1951,9/18/2013,FALSE,1951-03-03,2013-09-18,62,Multiple Sclerosis
Lol Coxhill,Soprano saxophone,1932,7/10/2012,FALSE,1932-01-01,2012-07-10,80,NaN
Hank Crawford,Alto saxophone,12/21/1934,1/29/2009,FALSE,1934-12-21,2009-01-29,74,Stroke
Ray Crawford,Tenor saxophone,1924,1996,FALSE,1915-10-26,1996-01-01,80,Alzheimer's
Sonny Criss,Alto saxophone,1927,11/19/1977,FALSE,1927-01-01,1977-11-19,50,Suicide
King Curtis,Soprano saxophone,2/7/1934,8/13/1971,FALSE,1934-02-07,1971-08-13,37,Murdered
Olav Dale,Tenor saxophone,10/30/1958,10/10/2014,FALSE,1958-10-30,2014-10-10,55,Illness
Eddie Daniels,Clarinet,10/19/1941,NaN,TRUE,1941-10-19,,78,NaN
John Dankworth,Clarinet,9/20/1927,2/6/2010,FALSE,1927-09-20,2010-02-06,82,NaN
Joe Darensbourg,Clarinet,7/9/1906,5/24/1985,FALSE,1906-07-09,1985-05-24,78,NaN
Eric Darius,Alto saxophone,12/3/1982,NaN,TRUE,1982-12-03,,37,NaN
Julian Dash,Tenor saxophone,1916,1974,FALSE,1916-01-01,1974-01-01,58,NaN
Kenny Davern,Clarinet,1/7/1935,12/12/2006,FALSE,1935-01-07,2006-12-12,71,Heart Attack
"Eddie ""Lockjaw"" Davis",Tenor saxophone,3/2/1922,11/3/1986,FALSE,1922-03-02,1986-11-03,64,Cancer (Blood)
Jesse Davis,Alto saxophone,9/11/1965,NaN,TRUE,1965-09-11,,55,NaN
Lem Davis,Alto saxophone,1914,1970,FALSE,1914-01-01,1970-01-01,56,NaN
Nathan Davis,Tenor saxophone,2/15/1937,4/8/2018,FALSE,1937-02-15,2018-04-08,81,NaN
Elton Dean,Alto saxophone,10/28/1945,2/8/2006,FALSE,1945-10-28,2006-02-08,60,Heart Failure
Eli Degibri,Tenor saxophone,5/3/1978,NaN,TRUE,1978-05-03,,42,NaN
Paul Desmond,Alto saxophone,11/25/1924,5/30/1977,FALSE,1924-11-25,1977-05-30,52,Cancer (Lung)
Johnny Dodds,Clarinet,1892-04-12,8/8/1940,FALSE,1892-04-12,1940-08-08,48,Heart Attack
Klaus Doldinger,Tenor saxophone,5/12/1936,NaN,TRUE,1936-05-12,,84,NaN
Eric Dolphy,Alto saxophone,6/20/1928,6/29/1964,FALSE,1928-06-20,1964-06-29,36,Diabetes
Arne Domnérus,Alto saxophone,12/20/1924,9/2/2008,FALSE,1924-12-20,2008-09-02,83,NaN
Sam Donahue,Tenor saxophone,3/18/1918,3/22/1974,FALSE,1918-03-18,1974-03-22,56,Cancer (Pancreas)
Lou Donaldson,Alto saxophone,11/1/1926,NaN,TRUE,1926-11-01,,93,NaN
Jimmy Dorsey,Alto saxophone,2/29/1904,6/12/1957,FALSE,1904-02-29,1957-06-12,53,Cancer (Throat)
Bob Downes,Alto saxophone,1937,NaN,TRUE,1937-01-01,,83,NaN
Paquito D'Rivera,Clarinet,6/4/1948,NaN,TRUE,1948-06-04,,72,NaN
Gerd Dudek,Tenor saxophone,1938,NaN,TRUE,1938-01-01,,82,NaN
Candy Dulfer,Alto saxophone,9/19/1969,NaN,TRUE,1969-09-19,,51,NaN
Hans Dulfer,Tenor saxophone,5/28/1940,NaN,TRUE,1940-05-28,,80,NaN
Paul Dunmall,Tenor saxophone,5/6/1953,NaN,TRUE,1953-05-06,,67,NaN
Allen Eager,Tenor saxophone,1/10/1927,4/13/2003,FALSE,1927-01-10,2003-04-13,76,Cancer (Liver)
Teddy Edwards,Tenor saxophone,4/26/1924,4/20/2003,FALSE,1924-04-26,2003-04-20,78,Cancer (Prostate)
Richard Elliot,Tenor saxophone,1/16/1960,NaN,TRUE,1960-01-16,,60,NaN
Peter Epstein,Alto saxophone,1/18/1967,NaN,TRUE,1967-01-18,,53,NaN
Helén Eriksen,Tenor saxophone,10/19/1971,NaN,TRUE,1971-10-19,,48,NaN
Booker Ervin,Tenor saxophone,10/31/1930,8/31/1970,FALSE,1930-10-31,1970-08-31,39,Kidney Disease
Wayne Escoffery,Tenor saxophone,2/23/1975,NaN,TRUE,1975-02-23,,45,NaN
Ellery Eskelin,Tenor saxophone,8/16/1959,NaN,TRUE,1959-08-16,,61,NaN
Bill Evans,Tenor saxophone,2/8/1958,NaN,TRUE,1958-02-08,,62,NaN
Herschel Evans,Tenor saxophone,3/9/1909,2/9/1939,FALSE,1909-03-09,1939-02-09,29,Heart Disease
Joe Farrell,Tenor saxophone,12/16/1937,1/10/1986,FALSE,1937-12-16,1986-01-10,48,Cancer (Blood)
Wally Fawkes,Soprano saxophone,1924,NaN,TRUE,1924-01-01,,96,NaN
Wilton Felder,Saxophone,8/31/1940,9/27/2015,FALSE,1940-08-31,2015-09-27,75,Cancer (Blood)
Buddy Featherstonhaugh,Tenor saxophone,10/4/1909,7/12/1976,FALSE,1909-10-04,1976-07-12,66,NaN
Mikkel Flagstad,Tenor saxophone,4/23/1930,6/29/2005,FALSE,1930-04-23,2005-06-29,75,Tuberculosis
Ricky Ford,Tenor saxophone,1954,NaN,TRUE,1954-01-01,,66,NaN
Jimmy Forrest,Tenor saxophone,1/24/1920,8/26/1980,FALSE,1920-01-24,1980-08-26,60,Heart Failure
Sonny Fortune,Alto saxophone,5/19/1939,10/25/2018,FALSE,1939-05-19,2018-10-25,79,NaN
Håvard Fossum,Tenor saxophone,6/7/1971,NaN,TRUE,1971-06-07,,49,NaN
Al Foster,Drums,1/18/1943,NaN,TRUE,1943-01-18,,77,NaN
Frank Foster,Tenor saxophone,9/23/1928,7/26/2011,FALSE,1928-09-23,2011-07-26,82,Kidney Failure
Gary Foster,Tenor saxophone,5/25/1936,NaN,TRUE,1936-05-25,,84,NaN
Charles Fowlkes,Baritone saxophone,1916,1980,FALSE,1916-01-01,1980-01-01,64,NaN
Bob Franceschini,Tenor saxophone,12/15/1961,NaN,TRUE,1961-12-15,,58,NaN
Bud Freeman,Tenor saxophone,4/13/1906,3/15/1991,FALSE,1906-04-13,1991-03-15,84,NaN
Chico Freeman,Tenor saxophone,7/17/1949,NaN,TRUE,1949-07-17,,71,NaN
Von Freeman,Tenor saxophone,10/3/1923,8/11/2012,FALSE,1923-10-03,2012-08-11,88,Heart Failure
Tia Fuller,Alto saxophone,3/27/1976,NaN,TRUE,1976-03-27,,44,NaN
Svein Magnus Furu,Tenor saxophone,11/10/1983,NaN,TRUE,1983-11-10,,36,NaN
Brent Gallaher,Tenor saxophone,5/13/1969,NaN,TRUE,1969-05-13,,51,NaN
Al Gallodoro,Alto saxophone,6/20/1913,10/4/2008,FALSE,1913-06-20,2008-10-04,95,NaN
Jim Galloway,Saxophone,7/28/1936,12/30/2014,FALSE,1936-07-28,2014-12-30,78,NaN
Jan Garbarek,Tenor saxophone,3/4/1947,NaN,TRUE,1947-03-04,,73,NaN
Nubya Garcia,Tenor saxophone,1991,NaN,TRUE,1991-01-01,,29,NaN
Lou Gare,tenor saxophone,6/16/1939,10/6/2017,FALSE,1939-06-16,2017-10-06,78,NaN
Joe Garland,Tenor saxophone,1903,1977,FALSE,1903-01-01,1977-01-01,74,NaN
Tim Garland,Tenor saxophone,10/19/1966,NaN,TRUE,1966-10-19,,53,NaN
Carlos Garnett,Tenor saxophone,12/1/1938,NaN,TRUE,1938-12-01,,81,NaN
Kenny Garrett,Alto saxophone,10/9/1960,NaN,TRUE,1960-10-09,,59,NaN
Charles Gayle,Tenor saxophone,2/28/1939,NaN,TRUE,1939-02-28,,81,NaN
Herb Geller,Alto saxophone,11/2/1928,12/19/2013,FALSE,1928-11-02,2013-12-19,85,Pneumonia
Stan Getz,Tenor saxophone,2/2/1927,6/6/1991,FALSE,1927-02-02,1991-06-06,64,Cancer (Liver)
Sal Giorgianni,Alto saxophone,1964,NaN,TRUE,1964-01-01,,56,NaN
John Gilmore,Tenor saxophone,9/28/1931,8/20/1995,FALSE,1931-09-28,1995-08-20,63,Emphysema
Jimmy Giuffre,Clarinet,4/26/1921,4/24/2008,FALSE,1921-04-26,2008-04-24,86,Pneumonia
Frode Gjerstad,Alto saxophone,3/24/1948,NaN,TRUE,1948-03-24,,72,NaN
Victor Goines,Tenor saxophone,8/6/1961,NaN,TRUE,1961-08-06,,59,NaN
Harry Gold,Bass saxophone,1907,2005,FALSE,1907-01-01,2005-01-01,98,NaN
Benny Golson,Tenor saxophone,1/25/1929,NaN,TRUE,1929-01-25,,91,NaN
Paul Gonsalves,Tenor saxophone,7/12/1920,5/15/1974,FALSE,1920-07-12,1974-05-15,53,NaN
Scheila Gonzalez,Tenor saxophone,8/5/1971,NaN,TRUE,1971-08-05,,49,NaN
Benny Goodman,Clarinet,5/30/1909,6/13/1986,FALSE,1909-05-30,1986-06-13,77,Heart Attack
Dexter Gordon,Tenor saxophone,2/27/1923,4/25/1990,FALSE,1923-02-27,1990-04-25,67,Kidney Failure
"Gerard ""Doudou"" Gouirand",Alto saxophone,4/28/1940,NaN,TRUE,1940-04-28,,80,NaN
Kenny G,Soprano saxophone,6/5/1956,NaN,TRUE,1956-06-05,,64,NaN
Bill Graham,Alto saxophone,9/8/1918,NaN,TRUE,1918-09-08,,102,NaN
Henning Gravrok,Tenor saxophone,3/19/1948,NaN,TRUE,1948-03-19,,72,NaN
Wardell Gray,Tenor saxophone,2/13/1921,5/25/1955,FALSE,1921-02-13,1955-05-25,34,Murdered
Bunky Green,Alto saxophone,4/23/1935,NaN,TRUE,1935-04-23,,85,NaN
Jimmy Greene,Tenor saxophone,2/24/1975,NaN,TRUE,1975-02-24,,45,NaN
Johnny Griffin,Tenor saxophone,4/24/1928,7/25/2008,FALSE,1928-04-24,2008-07-25,80,Heart Attack
Euge Groove,Saxophone,11/27/1962,NaN,TRUE,1962-11-27,,57,NaN
Steve Grossman,Alto saxophone,1/18/1951,8/13/2020,FALSE,1951-01-18,2020-08-13,69,NaN
Gigi Gryce,Alto saxophone,11/28/1925,3/14/1983,FALSE,1925-11-28,1983-03-14,57,Heart Attack
Peter Guidi,Alto saxophone,9/14/1949,4/17/2018,FALSE,1949-09-14,2018-04-17,68,Creutzfeldt-Jakob disease
Lars Gullin,Baritone saxophone,5/4/1928,5/17/1976,FALSE,1928-05-04,1976-05-17,48,Heart Attack
Guttorm Guttormsen,Flute,6/28/1950,NaN,TRUE,1950-06-28,,70,NaN
Tommy Gwaltney,Alto saxophone,1925,2003,FALSE,1925-01-01,2003-01-01,78,NaN
Morten Halle,Tenor saxophone,10/7/1957,NaN,TRUE,1957-10-07,,63,NaN
Børge-Are Halvorsen,Baritone saxophone,10/12/1978,NaN,TRUE,1978-10-12,,41,NaN
Scott Hamilton,Tenor saxophone,9/12/1954,NaN,TRUE,1954-09-12,,66,NaN
Captain John Handy,Alto saxophone,1900,1971,FALSE,1900-01-01,1971-01-01,70,NaN
John Handy,Alto saxophone,2/3/1933,NaN,TRUE,1933-02-03,,87,NaN
Everette Harp,Saxophone,8/17/1961,NaN,TRUE,1961-08-17,,59,NaN
Billy Harper,Tenor saxophone,1/17/1943,NaN,TRUE,1943-01-17,,77,NaN
Joe Harriott,Alto saxophone,1928,1973,FALSE,1928-01-01,1973-01-01,45,Cancer
Eddie Harris,Tenor saxophone,10/20/1934,11/5/1996,FALSE,1934-10-20,1996-11-05,62,Heart Failure
Donald Harrison,Alto saxophone,6/23/1960,NaN,TRUE,1960-06-23,,60,NaN
Antonio Hart,Alto saxophone,9/30/1968,NaN,TRUE,1968-09-30,,52,NaN
Tubby Hayes,Tenor saxophone,1/30/1935,6/8/1973,FALSE,1935-01-30,1973-06-08,38,Infection
Alfred 23 Harth,Tenor saxophone,1949,NaN,TRUE,1949-01-01,,71,NaN
Coleman Hawkins,Tenor saxophone,11/21/1904,5/19/1969,FALSE,1904-11-21,1969-05-19,64,Liver Disease
Jimmy Heath,Alto saxophone,10/25/1926,1/19/2020,FALSE,1926-10-25,2020-01-19,93,Natural Causes
Eirik Hegdal,Baritone saxophone,10/3/1973,NaN,TRUE,1973-10-03,,47,NaN
Ernie Henry,Alto saxophone,9/3/1926,12/29/1957,FALSE,1926-09-03,1957-12-29,31,Overdose (Heroin)
Joe Henderson,Tenor saxophone,4/24/1937,6/30/2001,FALSE,1937-04-24,2001-06-30,64,Emphysema
Julius Hemphill,Alto saxophone,1/24/1938,4/2/1995,FALSE,1938-01-24,1995-04-02,57,NaN
Woody Herman,Vocals,5/16/1913,10/29/1987,FALSE,1913-05-16,1987-10-29,74,NaN
Vincent Herring,Alto saxophone,11/19/1964,NaN,TRUE,1964-11-19,,55,NaN
Warren Hill,Soprano saxophone,4/15/1966,NaN,TRUE,1966-04-15,,54,NaN
Nigel Hitchcock,Saxophone,1/4/1971,NaN,TRUE,1971-01-04,,49,NaN
Fred Ho,Baritone saxophone,8/10/1957,4/12/2014,FALSE,1957-08-10,2014-04-12,56,Cancer (Colon)
Johnny Hodges,Alto saxophone,7/25/1907,5/11/1970,FALSE,1907-07-25,1970-05-11,62,Heart Attack
Bendik Hofseth,Tenor saxophone,10/19/1962,NaN,TRUE,1962-10-19,,57,NaN
Red Holloway,Tenor saxophone,5/31/1927,2/25/2012,FALSE,1927-05-31,2012-02-25,84,Stroke
Ron Holloway,Tenor saxophone,8/24/1953,NaN,TRUE,1953-08-24,,67,NaN
Charlie Holmes,Alto saxophone,1910,1985,FALSE,1910-01-01,1985-01-01,75,NaN
Paul Horn,Flute,3/17/1930,6/29/2014,FALSE,1930-03-17,2014-06-29,84,NaN
Lars Horntveth,Tenor saxophone,3/10/1980,NaN,TRUE,1980-03-10,,40,NaN
Steve Houben,Tenor saxophone,1950,NaN,TRUE,1950-01-01,,70,NaN
Reggie Houston,Soprano saxophone,1947,NaN,TRUE,1947-01-01,,73,NaN
George Howard,Soprano saxophone,9/15/1956,3/22/1998,FALSE,1956-09-15,1998-03-22,41,Cancer (Colon)
Derek Humble,Alto saxophone,1932,1971,FALSE,1932-01-01,1971-01-01,39,NaN
Jan Kåre Hystad,Tenor saxophone,7/9/1955,NaN,TRUE,1955-07-09,,65,NaN
Ole Jacob Hystad,Tenor saxophone,7/20/1960,NaN,TRUE,1960-07-20,,60,NaN
John Pål Inderberg,Saxophone,8/6/1950,NaN,TRUE,1950-08-06,,70,NaN
Jessy J,Saxophone,12/20/1982,NaN,TRUE,1982-12-20,,37,NaN
Illinois Jacquet,Tenor saxophone,10/30/1922,7/22/2004,FALSE,1922-10-30,2004-07-22,81,Heart Attack
Javon Jackson,Tenor saxophone,6/16/1965,NaN,TRUE,1965-06-16,,55,NaN
Torbjørn Sletta Jacobsen,Tenor saxophone,8/11/1973,NaN,TRUE,1973-08-11,,47,NaN
Jaroslav Jakubovi?,Baritone saxophone,1948,NaN,TRUE,1948-01-01,,72,NaN
Nils Jansen,Bass saxophone,3/30/1959,NaN,TRUE,1959-03-30,,61,NaN
Joseph Jarman,Alto saxophone,9/14/1937,1/9/2019,FALSE,1937-09-14,2019-01-09,81,Respiratory Failure
Boney James,Tenor saxophone,9/1/1961,NaN,TRUE,1961-09-01,,59,NaN
Carter Jefferson,Saxophone,1946,1993,FALSE,1946-01-01,1993-01-01,47,Cirrhosis
Hilton Jefferson,Alto saxophone,7/30/1903,11/14/1968,FALSE,1903-07-30,1968-11-14,65,NaN
Paul Jeffrey,Tenor saxophone,4/8/1933,3/20/2015,FALSE,1933-04-08,2015-03-20,81,NaN
John Jenkins,Alto saxophone,1931,1993,FALSE,1931-01-01,1993-01-01,62,NaN
Erlend Jentoft,Tenor saxophone,3/16/1976,NaN,TRUE,1976-03-16,,44,NaN
