artist,instrument,birthdate,deathdate,alive,bday_dt,dday_dt,age_yrs
Buster Bailey,Clarinet,1902-07-19,1967-08-12,False,1902-07-19,1967-08-12,65.0
Erik Balke,Saxophone,1953-11-07,NaN,True,1953-11-07,,66.0
Iain Ballamy,Soprano,1964-02-20,NaN,True,1964-02-20,,56.0
Pat LaBarbera,Tenor saxophone,1944-04-07,NaN,True,1944-04-07,,76.0
Gato Barbieri,Tenor saxophone,1932-11-28,2016-04-02,False,1932-11-28,2016-04-02,83.0
Eddie Barefield,Saxophone,1909-12-12,1991-01-04,False,1909-12-12,1991-01-04,81.0
Gabe Baltazar,Saxophone,1929-11-01,NaN,True,1929-11-01,,90.0
Dale Barlow,Tenor saxophone,1959,NaN,True,1959-01-01,,61.0
Carolyn Breuer,Saxophone,1969-07-04,NaN,True,1969-07-04,,51.0
Alan Barnes,Clarinet,1959-07-23,NaN,True,1959-07-23,,61.0
Bootsie Barnes,Tenor saxophone,1937,NaN,True,1937-01-01,,83.0
John Barnes,Saxophone,1932-05-15,NaN,True,1932-05-15,,88.0
Polo Barnes,Alto saxophone,1901,1981,False,1901-01-01,1981-01-01,80.0
Charlie Barnet,Saxophone,1913-10-26,1991-09-04,False,1913-10-26,1991-09-04,77.0
Kjell Bartholdsen,Tenor saxophone,1938-10-02,2009-11-06,False,1938-10-02,2009-11-06,71.0
Gary Bartz,Saxophone,1940-09-26,NaN,True,1940-09-26,,80.0
Mario Bauzá,Clarinet,1911-04-28,1993-07-11,False,1911-04-28,1993-07-11,82.0
Walter Beasley,Soprano saxophone,1961-05-24,NaN,True,1961-05-24,,59.0
Sidney Bechet,Clarinet,1897-05-14,1959-05-14,False,1897-05-14,1959-05-14,61.0
Jay Beckenstein,Saxophone,1951-05-14,NaN,True,1951-05-14,,69.0
Noah Becker,Alto saxophone,1970,NaN,True,1970-01-01,,50.0
Bob Belden,Saxophone,1956-10-31,2015-05-20,False,1956-10-31,2015-05-20,58.0
Tex Beneke,Saxophone,1914-02-12,2000-05-30,False,1914-02-12,2000-05-30,86.0
Daniel Bennett,Saxophone,1979-11-27,NaN,True,1979-11-27,,40.0
Eli Bennett,Tenor saxophone,1989-03-09,NaN,True,1989-03-09,,31.0
Ivy Benson,Alto saxophone,1913-11-11,1993-05-06,False,1913-11-11,1993-05-06,79.0
Bob Berg,Saxophone,1951-04-07,2002-12-05,False,1951-04-07,2002-12-05,51.0
Totti Bergh,Tenor saxophone,1935-12-05,2012-01-04,False,1935-12-05,2012-01-04,76.0
Kristian Bergheim,Tenor saxophone,1926-06-06,2010-05-30,False,1926-06-06,2010-05-30,83.0
Jerry Bergonzi,Tenor saxophone,1947-10-21,NaN,True,1947-10-21,,72.0
Tim Berne,Saxophone,1954-10-16,NaN,True,1954-10-16,,65.0
Chu Berry,Tenor saxophone,1908-09-13,1941-10-30,False,1908-09-13,1941-10-30,33.0
Barney Bigard,Clarinet,1906-03-03,1980-06-27,False,1906-03-03,1980-06-27,74.0
David Binney,Saxophone,1961-08-02,NaN,True,1961-08-02,,59.0
Chris Biscoe,Saxophone,1947-02-05,NaN,True,1947-02-05,,73.0
Alfonzo Blackwell,Alfonzo blackwell  saxophone,1971-02-22,NaN,True,1971-02-22,,49.0
Ron Blake,Saxophone,1965-09-07,NaN,True,1965-09-07,,55.0
Seamus Blake,Saxophone,1970-12-08,NaN,True,1970-12-08,,49.0
Walter Blanding,Tenor saxophone,1971-08-14,NaN,True,1971-08-14,,49.0
Jane Ira Bloom,soprano saxophone,1955-01-12,NaN,True,1955-01-12,,65.0
Hamiet Bluiett,Saxophone,1940-09-16,2018-10-04,False,1940-09-16,2018-10-04,78.0
Arthur Blythe,Alto saxophone,1940-07-05,2017-03-27,False,1940-07-05,2017-03-27,76.0
Céline Bonacina,Baritone saxophone,1975,NaN,True,1975-01-01,,45.0
Graham Bond,Keyboards,1937-10-28,1974-05-08,False,1937-10-28,1974-05-08,36.0
Earl Bostic,Alto saxophone,1913-04-25,1965-10-28,False,1913-04-25,1965-10-28,52.0
Ralph Bowen,Tenor saxophone,1961-12-24,NaN,True,1961-12-24,,58.0
Charles Brackeen,Saxophone,1940-03-13,NaN,True,1940-03-13,,80.0
Don Braden,Tenor saxophone,1963-11-20,NaN,True,1963-11-20,,56.0
Anthony Braxton,Saxophone,1945-06-04,NaN,True,1945-06-04,,75.0
Michael Brecker,Tenor saxophone,1949-03-29,2007-01-13,False,1949-03-29,2007-01-13,57.0
Willem Breuker,Saxophone,1944-11-04,2010-07-23,False,1944-11-04,2010-07-23,65.0
Nick Brignola,Saxophone,1936-07-17,2002-02-08,False,1936-07-17,2002-02-08,65.0
Gordon Brisker,Saxophone,1937-11-06,2004-09-10,False,1937-11-06,2004-09-10,66.0
Tina Brooks,Tenor saxophone,1932-06-07,1974-08-13,False,1932-06-07,1974-08-13,42.0
Peter Brötzmann,Tenor saxophone,1941-03-06,NaN,True,1941-03-06,,79.0
Ari Brown,Tenor saxophone,1944,NaN,True,1944-01-01,,76.0
Boyce Brown,Alto saxophone,1910-04-16,1959-01-30,False,1910-04-16,1959-01-30,48.0
Pete Brown,Saxophone,1906-11-09,1963-09-20,False,1906-11-09,1963-09-20,56.0
Marion Brown,Alto saxophone,1931-09-08,2010-10-18,False,1931-09-08,2010-10-18,79.0
YolanDa Brown,Tenor,1982,NaN,True,1982-01-01,,38.0
Tore Brunborg,Saxophone,1960-05-20,NaN,True,1960-05-20,,60.0
Rusty Bryant,Alto saxophone,1929,1991,False,1929-01-01,1991-01-01,61.0
Jane Bunnett,Soprano saxophone,1956-10-22,NaN,True,1956-10-22,,63.0
Chris Burnett,alto saxophone,1955-11-02,NaN,True,1955-11-02,,64.0
John Butcher,Saxophone,1954-10-25,NaN,True,1954-10-25,,65.0
Sam Butera,Tenor saxophone,1927-08-17,2009-06-03,False,1927-08-17,2009-06-03,81.0
Igor Butman,Tenor saxophone,1961-10-27,NaN,True,1961-10-27,,58.0
Don Byas,Tenor saxophone,1912-10-21,1972-08-24,False,1912-10-21,1972-08-24,59.0
Ed Calle,Saxophone,1959,NaN,True,1959-01-01,,61.0
Harry Carney,baritone saxophone,1910-04-01,1974-10-08,False,1910-04-01,1974-10-08,64.0
Scoops Carry,Alto saxophone,1915,1970,False,1915-01-01,1970-01-01,55.0
Benny Carter,Saxophone,1907-08-08,2003-07-12,False,1907-08-08,2003-07-12,95.0
James Carter,Bass clarinet,1969-01-03,NaN,True,1969-01-03,,51.0
Luciano Caruso,Soprano saxophone,1944,NaN,True,1944-01-01,,76.0
Fabrizio Cassol,Saxophone,1964-06-08,NaN,True,1964-06-08,,56.0
Serge Chaloff,Baritone saxophone,1923-11-24,1957-07-16,False,1923-11-24,1957-07-16,33.0
Chris Cheek,Saxophone,1968-09-16,NaN,True,1968-09-16,,52.0
Pete Christlieb,Saxophone,1945-02-16,NaN,True,1945-02-16,,75.0
Jeff Clayton,Alto saxophone,1954,NaN,True,1954-01-01,,66.0
Arnett Cobb,Tenor saxophone,1918-08-10,1989-03-24,False,1918-08-10,1989-03-24,70.0
Tony Coe,Clarinet,1934-11-29,NaN,True,1934-11-29,,85.0
Jeff Coffin,Saxophone,1965-08-05,NaN,True,1965-08-05,,55.0
Anat Cohen,Clarinet,1975,NaN,True,1975-01-01,,45.0
Al Cohn,Tenor saxophone,1925-11-24,1988-02-15,False,1925-11-24,1988-02-15,62.0
Richie Cole,Saxophone,1948-02-29,2020-05-02,False,1948-02-29,2020-05-02,72.0
Steve Cole,Saxophone,1970-08-17,NaN,True,1970-08-17,,50.0
George Coleman,Saxophone,1935-03-08,NaN,True,1935-03-08,,85.0
Ornette Coleman,Alto saxophone,1930-03-09,2015-06-11,False,1930-03-09,2015-06-11,85.0
Steve Coleman,Saxophone,1956-09-20,NaN,True,1956-09-20,,64.0
Buddy Collette,Flute,1921-08-06,2010-09-19,False,1921-08-06,2010-09-19,89.0
John Coltrane,Tenor saxophone,1926-09-23,1967-07-17,False,1926-09-23,1967-07-17,40.0
Ravi Coltrane,Tenor saxophone,1965-08-06,NaN,True,1965-08-06,,55.0
Randolph Colville,Saxophone,1942-05-23,2004-02-15,False,1942-05-23,2004-02-15,61.0
Junior Cook,Saxophone,1934-07-22,1992-02-03,False,1934-07-22,1992-02-03,57.0
Bob Cooper,Saxophone,1925-12-06,1993-08-05,False,1925-12-06,1993-08-05,67.0
Lindsay Cooper,Bassoon,1951-03-03,2013-09-18,False,1951-03-03,2013-09-18,62.0
Lol Coxhill,Soprano saxophone,1932,2012-07-10,False,1932-01-01,2012-07-10,80.0
Hank Crawford,Alto/Baritone Saxophone,1934-12-21,2009-01-29,False,1934-12-21,2009-01-29,74.0
Ray Crawford,Tenor saxophone,1924,1996,False,1924-01-01,1996-01-01,72.0
Sonny Criss,Alto saxophone,1927,1977-11-19,False,1927-01-01,1977-11-19,50.0
King Curtis,Soprano saxophone,1934-02-07,1971-08-13,False,1934-02-07,1971-08-13,37.0
Olav Dale,Saxophone,1958-10-30,2014-10-10,False,1958-10-30,2014-10-10,55.0
Eddie Daniels,Clarinet,1941-10-19,NaN,True,1941-10-19,,78.0
John Dankworth,Clarinet,1927-09-20,2010-02-06,False,1927-09-20,2010-02-06,82.0
Joe Darensbourg,Clarinet,1906-07-09,1985-05-24,False,1906-07-09,1985-05-24,78.0
Eric Darius,Saxophone,1982-12-03,NaN,True,1982-12-03,,37.0
Julian Dash,Tenor saxophone,1916,1974,False,1916-01-01,1974-01-01,58.0
Kenny Davern,Clarinet,1935-01-07,2006-12-12,False,1935-01-07,2006-12-12,71.0
"Eddie ""Lockjaw"" Davis",Saxophone,1922-03-02,1986-11-03,False,1922-03-02,1986-11-03,64.0
Jesse Davis,Alto saxophone,1965-09-11,NaN,True,1965-09-11,,55.0
Lem Davis,Alto saxophone,1914,1970,False,1914-01-01,1970-01-01,56.0
Nathan Davis,Tenor saxophone,1937-02-15,2018-04-08,False,1937-02-15,2018-04-08,81.0
Elton Dean,Saxophone,1945-10-28,2006-02-08,False,1945-10-28,2006-02-08,60.0
Eli Degibri,Saxophone,1978-05-03,NaN,True,1978-05-03,,42.0
Paul Desmond,Alto saxophone,1924-11-25,1977-05-30,False,1924-11-25,1977-05-30,52.0
Johnny Dodds,Clarinet,1892-04-12,1940-08-08,False,1892-04-12,1940-08-08,48.0
Klaus Doldinger,Saxophone,1936-05-12,NaN,True,1936-05-12,,84.0
Eric Dolphy,Alto saxophone,1928-06-20,1964-06-29,False,1928-06-20,1964-06-29,36.0
Arne Domnérus,Saxophone,1924-12-20,2008-09-02,False,1924-12-20,2008-09-02,83.0
Sam Donahue,tenor saxophonist,1918-03-18,1974-03-22,False,1918-03-18,1974-03-22,56.0
Lou Donaldson,Alto saxophone,1926-11-01,NaN,True,1926-11-01,,93.0
Jimmy Dorsey,Saxophone,1904-02-29,1957-06-12,False,1904-02-29,1957-06-12,53.0
Bob Downes,Alto saxophone,1937,NaN,True,1937-01-01,,83.0
Paquito D'Rivera,Clarinet,1948-06-04,NaN,True,1948-06-04,,72.0
Gerd Dudek,Tenor saxophone,1938,NaN,True,1938-01-01,,82.0
Candy Dulfer,Saxophone,1969-09-19,NaN,True,1969-09-19,,51.0
Hans Dulfer,Tenor saxophone,1940-05-28,NaN,True,1940-05-28,,80.0
Paul Dunmall,Saxophone,1953-05-06,NaN,True,1953-05-06,,67.0
Allen Eager,Tenor saxophone,1927-01-10,2003-04-13,False,1927-01-10,2003-04-13,76.0
Bill Easley,Bill easley  saxophone,alto,NaN,True,,,nan
Teddy Edwards,Tenor saxophone,1924-04-26,2003-04-20,False,1924-04-26,2003-04-20,78.0
Richard Elliot,Tenor saxophone,1960-01-16,NaN,True,1960-01-16,,60.0
Peter Epstein,Alto Saxophone,1967-01-18,NaN,True,1967-01-18,,53.0
Helén Eriksen,Saxophone,1971-10-19,NaN,True,1971-10-19,,48.0
Booker Ervin,Tenor saxophone,1930-10-31,1970-08-31,False,1930-10-31,1970-08-31,39.0
Wayne Escoffery,Saxophone,1975-02-23,NaN,True,1975-02-23,,45.0
Ellery Eskelin,Saxophone,1959-08-16,NaN,True,1959-08-16,,61.0
Bill Evans,Tenor saxophone,1958-02-08,NaN,True,1958-02-08,,62.0
Herschel Evans,Tenor saxophone,1909-03-09,1939-02-09,False,1909-03-09,1939-02-09,29.0
Sandy Evans,Alto saxophone,sopr,NaN,True,,,nan
Joe Farrell,Tenor saxophone,1937-12-16,1986-01-10,False,1937-12-16,1986-01-10,48.0
Wally Fawkes,Soprano saxophone,1924,NaN,True,1924-01-01,,96.0
Wilton Felder,Saxophone,1940-08-31,2015-09-27,False,1940-08-31,2015-09-27,75.0
Buddy Featherstonhaugh,Saxophone,1909-10-04,1976-07-12,False,1909-10-04,1976-07-12,66.0
Brandon Fields,Brandon fields  saxophone,alto,NaN,True,,,nan
Mickey Fields,Saxophone,NaN,NaN,NaN,,,NaN
Mikkel Flagstad,Tenor saxophone,1930-04-23,2005-06-29,False,1930-04-23,2005-06-29,75.0
Ricky Ford,Tenor saxophone,1954,NaN,True,1954-01-01,,66.0
Jimmy Forrest,Tenor saxophone,1920-01-24,1980-08-26,False,1920-01-24,1980-08-26,60.0
Sonny Fortune,Saxophone,1939-05-19,2018-10-25,False,1939-05-19,2018-10-25,79.0
Håvard Fossum,Saxophone,1971-06-07,NaN,True,1971-06-07,,49.0
Al Foster,Drums,1943-01-18,NaN,True,1943-01-18,,77.0
Frank Foster,Saxophone,1928-09-23,2011-07-26,False,1928-09-23,2011-07-26,82.0
Gary Foster,Saxophone,1936-05-25,NaN,True,1936-05-25,,84.0
Charles Fowlkes,Baritone saxophone,1916,1980,False,1916-01-01,1980-01-01,64.0
Bob Franceschini,Saxophone,1961-12-15,NaN,True,1961-12-15,,58.0
Bud Freeman,Tenor saxophone,1906-04-13,1991-03-15,False,1906-04-13,1991-03-15,84.0
Chico Freeman,Tenor saxophone,1949-07-17,NaN,True,1949-07-17,,71.0
Von Freeman,Tenor saxophone,1923-10-03,2012-08-11,False,1923-10-03,2012-08-11,88.0
Tia Fuller,Saxophone,1976-03-27,NaN,True,1976-03-27,,44.0
Svein Magnus Furu,Tenor saxophone,1983-11-10,NaN,True,1983-11-10,,36.0
Brent Gallaher,Tenor saxophone,1969-05-13,NaN,True,1969-05-13,,51.0
Al Gallodoro,alto saxophone,1913-06-20,2008-10-04,False,1913-06-20,2008-10-04,95.0
Jim Galloway,Saxophone,1936-07-28,2014-12-30,False,1936-07-28,2014-12-30,78.0
Jan Garbarek,Saxophone,1947-03-04,NaN,True,1947-03-04,,73.0
Nubya Garcia,Tenor saxophone,1991,NaN,True,1991-01-01,,29.0
Lou Gare,tenor saxophone,1939-06-16,2017-10-06,False,1939-06-16,2017-10-06,78.0
Joe Garland,Tenor saxophone,1903,1977,False,1903-01-01,1977-01-01,74.0
Tim Garland,Saxophone,1966-10-19,NaN,True,1966-10-19,,53.0
Carlos Garnett,Saxophone,1938-12-01,NaN,True,1938-12-01,,81.0
Kenny Garrett,Alto saxophone,1960-10-09,NaN,True,1960-10-09,,59.0
Charles Gayle,Tenor saxophone,1939-02-28,NaN,True,1939-02-28,,81.0
Herb Geller,Saxophone,1928-11-02,2013-12-19,False,1928-11-02,2013-12-19,85.0
Stan Getz,Tenor saxophone,1927-02-02,1991-06-06,False,1927-02-02,1991-06-06,64.0
Sal Giorgianni,Alto saxophone,1964,NaN,True,1964-01-01,,56.0
John Gilmore,Tenor saxophone,1931-09-28,1995-08-20,False,1931-09-28,1995-08-20,63.0
Jimmy Giuffre,Clarinet,1921-04-26,2008-04-24,False,1921-04-26,2008-04-24,86.0
Frode Gjerstad,Saxophone,1948-03-24,NaN,True,1948-03-24,,72.0
Victor Goines,Saxophone,1961-08-06,NaN,True,1961-08-06,,59.0
Harry Gold,Bass saxophone,1907,2005,False,1907-01-01,2005-01-01,98.0
Benny Golson,Tenor saxophone,1929-01-25,NaN,True,1929-01-25,,91.0
Paul Gonsalves,Tenor Saxophone,1920-07-12,1974-05-15,False,1920-07-12,1974-05-15,53.0
Scheila Gonzalez,Saxophone,1971-08-05,NaN,True,1971-08-05,,49.0
Benny Goodman,Clarinet,1909-05-30,1986-06-13,False,1909-05-30,1986-06-13,77.0
Dexter Gordon,Tenor saxophone,1923-02-27,1990-04-25,False,1923-02-27,1990-04-25,67.0
"Gerard ""Doudou"" Gouirand",Alto saxophone,1940-04-28,NaN,True,1940-04-28,,80.0
Kenny G,Soprano saxophone,1956-06-05,NaN,True,1956-06-05,,64.0
Bill Graham,Alto saxophone,1918-09-08,NaN,True,1918-09-08,,102.0
Henning Gravrok,Saxophone,1948-03-19,NaN,True,1948-03-19,,72.0
Wardell Gray,Tenor saxophone,1921-02-13,1955-05-25,False,1921-02-13,1955-05-25,34.0
Bunky Green,Alto saxophone,1935-04-23,NaN,True,1935-04-23,,85.0
Jimmy Greene,Saxophone,1975-02-24,NaN,True,1975-02-24,,45.0
Johnny Griffin,Tenor saxophone,1928-04-24,2008-07-25,False,1928-04-24,2008-07-25,80.0
Euge Groove,Euge groove  saxophone,1962-11-27,NaN,True,1962-11-27,,57.0
Steve Grossman,Saxophone,1951-01-18,2020-08-13,False,1951-01-18,2020-08-13,69.0
Gigi Gryce,Alto saxophone,1925-11-28,1983-03-14,False,1925-11-28,1983-03-14,57.0
Peter Guidi,Saxophone,1949-09-14,2018-04-17,False,1949-09-14,2018-04-17,68.0
Lars Gullin,Baritone saxophone,1928-05-04,1976-05-17,False,1928-05-04,1976-05-17,48.0
Guttorm Guttormsen,Flute,1950-06-28,NaN,True,1950-06-28,,70.0
Tommy Gwaltney,Alto saxophone,1925,2003,False,1925-01-01,2003-01-01,78.0
Morten Halle,Saxophone,1957-10-07,NaN,True,1957-10-07,,63.0
Børge-Are Halvorsen,Saxophone,1978-10-12,NaN,True,1978-10-12,,41.0
Scott Hamilton,Tenor saxophone,1954-09-12,NaN,True,1954-09-12,,66.0
Captain John Handy,Alto saxophone,1900,1971,False,1900-01-01,1971-01-01,70.0
John Handy,Saxophone,1933-02-03,NaN,True,1933-02-03,,87.0
Everette Harp,Saxophone,1961-08-17,NaN,True,1961-08-17,,59.0
Billy Harper,Saxophone,1943-01-17,NaN,True,1943-01-17,,77.0
Joe Harriott,Alto saxophone,1928,1973,False,1928-01-01,1973-01-01,45.0
Eddie Harris,Saxophone,1934-10-20,1996-11-05,False,1934-10-20,1996-11-05,62.0
Donald Harrison,Saxophone,1960-06-23,NaN,True,1960-06-23,,60.0
Antonio Hart,Saxophone,1968-09-30,NaN,True,1968-09-30,,52.0
Tubby Hayes,Saxophone,1935-01-30,1973-06-08,False,1935-01-30,1973-06-08,38.0
Alfred 23 Harth,Tenor saxophone,1949,NaN,True,1949-01-01,,71.0
Coleman Hawkins,Tenor saxophone,1904-11-21,1969-05-19,False,1904-11-21,1969-05-19,64.0
Jimmy Heath,Alto saxophone,1926-10-25,2020-01-19,False,1926-10-25,2020-01-19,93.0
Eirik Hegdal,Saxophone,1973-10-03,NaN,True,1973-10-03,,47.0
Ernie Henry,Saxophone,1926-09-03,1957-12-29,False,1926-09-03,1957-12-29,31.0
Joe Henderson,Saxophone,1937-04-24,2001-06-30,False,1937-04-24,2001-06-30,64.0
Julius Hemphill,Saxophone,1938-01-24,1995-04-02,False,1938-01-24,1995-04-02,57.0
Woody Herman,Vocals,1913-05-16,1987-10-29,False,1913-05-16,1987-10-29,74.0
Vincent Herring,Saxophone,1964-11-19,NaN,True,1964-11-19,,55.0
Warren Hill,Saxophone,1966-04-15,NaN,True,1966-04-15,,54.0
Nigel Hitchcock,Saxophone,1971-01-04,NaN,True,1971-01-04,,49.0
Fred Ho,Baritone saxophone,1957-08-10,2014-04-12,False,1957-08-10,2014-04-12,56.0
Johnny Hodges,Alto saxophone,1907-07-25,1970-05-11,False,1907-07-25,1970-05-11,62.0
Bendik Hofseth,Saxophone,1962-10-19,NaN,True,1962-10-19,,57.0
Red Holloway,Tenor saxophone,1927-05-31,2012-02-25,False,1927-05-31,2012-02-25,84.0
Ron Holloway,Tenor saxophone,1953-08-24,NaN,True,1953-08-24,,67.0
Charlie Holmes,Alto saxophone,1910,1985,False,1910-01-01,1985-01-01,75.0
Paul Horn,Flute,1930-03-17,2014-06-29,False,1930-03-17,2014-06-29,84.0
Lars Horntveth,Saxophone,1980-03-10,NaN,True,1980-03-10,,40.0
Steve Houben,Tenor saxophone,1950,NaN,True,1950-01-01,,70.0
Reggie Houston,Soprano saxophone,1947,NaN,True,1947-01-01,,73.0
George Howard,Saxophone,1956-09-15,1998-03-22,False,1956-09-15,1998-03-22,41.0
Derek Humble,Alto saxophone,1932,1971,False,1932-01-01,1971-01-01,39.0
Shabaka Hutchings,Saxophone,NaN,NaN,NaN,,,NaN
Jan Kåre Hystad,Saxophone,1955-07-09,NaN,True,1955-07-09,,65.0
Ole Jacob Hystad,Saxophone,1960-07-20,NaN,True,1960-07-20,,60.0
John Pål Inderberg,Saxophone,1950-08-06,NaN,True,1950-08-06,,70.0
Jessy J,Saxophone,1982-12-20,NaN,True,1982-12-20,,37.0
Illinois Jacquet,Tenor saxophone,1922-10-30,2004-07-22,False,1922-10-30,2004-07-22,81.0
Javon Jackson,Saxophone,1965-06-16,NaN,True,1965-06-16,,55.0
Torbjørn Sletta Jacobsen,Tenor saxophone,1973-08-11,NaN,True,1973-08-11,,47.0
Jaroslav Jakubovič,Baritone saxophone,1948,NaN,True,1948-01-01,,72.0
Nils Jansen,Tenor,1959-03-30,NaN,True,1959-03-30,,61.0
Joseph Jarman,Saxophone,1937-09-14,2019-01-09,False,1937-09-14,2019-01-09,81.0
Boney James,Saxophone,1961-09-01,NaN,True,1961-09-01,,59.0
Carter Jefferson,Carter jefferson  saxophone,1946,1993,False,1946-01-01,1993-01-01,47.0
Hilton Jefferson,alto saxophone,1903-07-30,1968-11-14,False,1903-07-30,1968-11-14,65.0
Paul Jeffrey,Tenor saxophone,1933-04-08,2015-03-20,False,1933-04-08,2015-03-20,81.0
John Jenkins,Alto saxophone,1931,1993,False,1931-01-01,1993-01-01,62.0
Erlend Jentoft,Saxophone,1976-03-16,NaN,True,1976-03-16,,44.0
Bjørn Johansen,Saxophone,1940-05-23,2002-05-06,False,1940-05-23,2002-05-06,61.0
Bill Johnson,Saxophone,1912-09-30,1960-07-05,False,1912-09-30,1960-07-05,47.0
Budd Johnson,Tenor saxophone,1910-12-14,1984-10-20,False,1910-12-14,1984-10-20,73.0
"Edward ""Kidd"" Jordan",Saxophone,1935-05-05,NaN,True,1935-05-05,,85.0
Louis Jordan,Saxophone,1908-07-08,1975-02-04,False,1908-07-08,1975-02-04,66.0
Jackiem Joyner,Saxophone,1980-02-09,NaN,True,1980-02-09,,40.0
Richie Kamuca,Tenor saxophone,1930-07-23,1977-07-22,False,1930-07-23,1977-07-22,46.0
Jeff Kashiwa,Saxophone,alto,NaN,True,,,nan
Tom Keenlyside,Tom keenlyside  saxophone,saxe,,False,,,nan
Gary Keller,Gary keller  saxophone,saxe,,False,,,nan
Robin Kenyatta,Alto saxophone,1942,NaN,True,1942-01-01,,78.0
Pete King,Tenor saxophone,1929,2009,False,1929-01-01,2009-01-01,80.0
Peter King,Saxophone,1940,2020-08-23,False,1940-01-01,2020-08-23,80.0
Rosa King,Rosa king  saxophone,sing,r,False,,,nan
Niels Klein,Tenor saxophone,1978,NaN,True,1978-01-01,,42.0
Kåre Kolve,Saxophone,1967-08-10,NaN,True,1967-08-10,,53.0
Håkon Kornstad,Vocals tenor,1977-04-05,NaN,True,1977-04-05,,43.0
Rahsaan Roland Kirk,Tenor saxophone,1935-08-07,1977-12-05,False,1935-08-07,1977-12-05,42.0
John Klemmer,Tenor saxophone,1946-07-03,NaN,True,1946-07-03,,74.0
Eric Kloss,Alto saxophone,1949,NaN,True,1949-01-01,,71.0
"Kadota ""Jaw"" Kouske","Kadota ""jaw"" kouske  saxophone",sopr,NaN,True,,,nan
Kaori Kobayashi,Alto saxophone,1981-10-20,NaN,True,1981-10-20,,38.0
Dave Koz,Soprano and alto saxophones (primary),1963-03-27,NaN,True,1963-03-27,,57.0
Sigurd Køhn,Saxophone,1959-08-06,2004-12-26,False,1959-08-06,2004-12-26,45.0
Lee Konitz,Alto saxophone,1927-10-13,2020-04-15,False,1927-10-13,2020-04-15,92.0
Bjørn Kruse,Saxophone,1946-08-14,NaN,True,1946-08-14,,74.0
Fela Kuti,Saxophone,1938-10-15,1997-08-02,False,1938-10-15,1997-08-02,58.0
Steve Lacey,Soprano saxophone,1934-07-23,2004-06-04,False,1934-07-23,2004-06-04,69.0
Oliver Lake,Saxophone,1942-09-14,NaN,True,1942-09-14,,78.0
Harold Land,Tenor Saxophone,1928-12-18,2001-07-27,False,1928-12-18,2001-07-27,72.0
Brian Landrus,Saxophone,1978-09-14,NaN,True,1978-09-14,,42.0
Charley Langer,Saxophone,1962,NaN,True,1962-01-01,,58.0
Don Lanphere,Saxophone,1928-06-26,2003-10-09,False,1928-06-26,2003-10-09,75.0
Prince Lasha,Alto saxophone,1929-09-10,2008-12-12,False,1929-09-10,2008-12-12,79.0
Harald Lassen,Saxophone,1987-03-13,NaN,True,1987-03-13,,33.0
Yusef Lateef,Tenor saxophone,1920-10-09,2013-12-23,False,1920-10-09,2013-12-23,93.0
Azar Lawrence,Tenor saxophone,1952,NaN,True,1952-01-01,,68.0
Ronnie Laws,Saxophone,1950-10-03,NaN,True,1950-10-03,,70.0
Amy Lee,Saxophone,alto,NaN,True,,,nan
Dave Liebman,Tenor saxophone,1946-09-04,NaN,True,1946-09-04,,74.0
Erica Lindsay,Saxophone,1955-06-05,NaN,True,1955-06-05,,65.0
